Date,City,AQI,PM2_5,PM10,CO,NO2,SO2
2025-04-30,Bengaluru,27,13.2,17.3,0.27,6.1,1.1
2025-05-01,Bengaluru,69,30.1,56.3,0.56,16.9,5.2
2025-05-02,Bengaluru,80,38.3,66.4,0.56,20.6,5.2
2025-05-03,Bengaluru,12,4.6,8.6,0.1,2.6,1.2
2025-05-04,Bengaluru,78,38.4,63.5,0.64,22.5,4.8
2025-05-05,Bengaluru,64,25.7,44.6,0.5,16.6,4.0
2025-05-06,Bengaluru,71,32.9,55.0,0.63,19.9,4.8
2025-05-07,Bengaluru,82,40.3,69.6,0.68,23.2,5.0
2025-05-08,Bengaluru,78,33.6,63.0,0.58,25.1,4.6
2025-05-09,Bengaluru,94,40.2,71.8,0.73,24.7,6.2
2025-05-10,Bengaluru,38,15.1,31.4,0.34,7.9,2.6
2025-05-11,Bengaluru,84,35.0,59.1,0.57,27.0,5.5
2025-05-12,Bengaluru,71,34.3,50.4,0.61,18.9,4.1
2025-05-13,Bengaluru,63,26.4,54.2,0.55,17.9,4.3
2025-05-14,Bengaluru,67,26.5,52.6,0.57,19.3,3.1
2025-05-15,Bengaluru,69,32.3,63.9,0.61,22.5,4.3
2025-05-16,Bengaluru,78,32.0,63.3,0.62,23.2,4.7
2025-05-17,Bengaluru,77,34.4,58.9,0.67,19.0,3.9
2025-05-18,Bengaluru,63,32.7,55.7,0.44,16.8,3.0
2025-05-19,Bengaluru,69,34.4,51.7,0.53,20.4,3.7
2025-05-20,Bengaluru,91,41.0,66.2,0.76,27.4,6.3
2025-05-21,Bengaluru,48,24.9,36.5,0.35,11.9,2.3
2025-05-22,Bengaluru,77,38.0,61.3,0.55,18.1,4.1
2025-05-23,Bengaluru,48,20.7,41.9,0.36,16.8,2.0
2025-05-24,Bengaluru,83,39.7,66.5,0.65,25.2,5.4
2025-05-25,Bengaluru,68,31.5,54.5,0.51,22.4,3.7
2025-05-26,Bengaluru,75,30.0,56.8,0.55,20.4,3.7
2025-05-27,Bengaluru,87,40.2,70.7,0.68,26.6,5.2
2025-05-28,Bengaluru,12,11.7,6.6,0.16,4.3,0.4
2025-05-29,Bengaluru,74,30.2,61.2,0.68,20.9,4.5
2025-05-30,Bengaluru,94,42.5,76.0,0.77,26.6,5.3
2025-05-31,Bengaluru,76,24.7,63.2,0.6,20.5,3.6
2025-06-01,Bengaluru,71,29.6,49.3,0.58,20.1,3.6
2025-06-02,Bengaluru,73,29.0,63.8,0.66,18.7,3.4
2025-06-03,Bengaluru,72,32.5,55.6,0.61,21.1,3.8
2025-06-04,Bengaluru,85,40.8,60.1,0.69,22.7,6.1
2025-06-05,Bengaluru,66,33.2,41.1,0.62,16.2,4.1
2025-06-06,Bengaluru,71,27.9,57.7,0.62,20.4,4.6
2025-06-07,Bengaluru,40,15.9,23.0,0.32,10.0,2.6
2025-06-08,Bengaluru,41,16.4,34.3,0.36,12.9,2.3
2025-06-09,Bengaluru,82,38.5,64.7,0.74,23.6,4.6
2025-06-10,Bengaluru,77,38.0,59.5,0.7,17.5,5.1
2025-06-11,Bengaluru,75,32.7,52.4,0.64,22.2,3.9
2025-06-12,Bengaluru,70,33.6,53.4,0.62,19.0,3.1
2025-06-13,Bengaluru,75,34.3,57.8,0.66,17.1,4.4
2025-06-14,Bengaluru,68,27.0,50.6,0.58,19.6,3.7
2025-06-15,Bengaluru,12,8.2,12.4,0.1,2.1,0.1
2025-06-16,Bengaluru,80,30.8,70.3,0.6,24.6,5.7
2025-06-17,Bengaluru,86,38.4,57.9,0.66,27.3,5.3
2025-06-18,Bengaluru,70,35.4,56.0,0.55,20.0,3.8
2025-06-19,Bengaluru,79,34.9,62.0,0.57,22.3,4.5
2025-06-20,Bengaluru,78,33.9,46.9,0.59,19.6,4.5
2025-06-21,Bengaluru,51,23.5,42.8,0.4,15.3,2.8
2025-06-22,Bengaluru,66,29.7,52.9,0.46,17.5,3.8
2025-06-23,Bengaluru,106,48.4,70.0,0.74,31.1,7.6
2025-06-24,Bengaluru,54,23.3,42.7,0.39,10.0,3.8
2025-06-25,Bengaluru,71,35.1,49.4,0.57,21.6,4.8
2025-06-26,Bengaluru,87,39.7,68.3,0.72,21.8,4.6
2025-06-27,Bengaluru,66,32.0,47.5,0.57,19.3,3.5
2025-06-28,Bengaluru,81,35.1,57.7,0.69,27.7,5.4
2025-06-29,Bengaluru,85,42.0,72.3,0.61,26.2,5.5
2025-06-30,Bengaluru,87,41.6,64.1,0.8,25.0,5.0
2025-07-01,Bengaluru,87,42.1,65.7,0.72,24.5,4.9
2025-07-02,Bengaluru,67,25.9,57.8,0.52,11.9,4.2
2025-07-03,Bengaluru,72,26.8,49.8,0.53,18.7,4.9
2025-07-04,Bengaluru,65,28.0,54.4,0.54,14.7,3.6
2025-07-05,Bengaluru,71,29.1,63.4,0.57,18.4,3.7
2025-07-06,Bengaluru,84,35.9,64.9,0.61,23.7,4.7
2025-07-07,Bengaluru,81,34.1,65.9,0.62,22.4,4.8
2025-07-08,Bengaluru,96,45.9,76.0,0.69,25.6,6.4
2025-07-09,Bengaluru,46,21.0,29.2,0.32,16.2,3.1
2025-07-10,Bengaluru,90,42.9,66.8,0.69,24.4,5.3
2025-07-11,Bengaluru,94,38.3,67.7,0.71,28.4,6.6
2025-07-12,Bengaluru,76,35.4,57.5,0.63,22.8,4.8
2025-07-13,Bengaluru,79,37.9,50.4,0.63,22.7,4.9
2025-07-14,Bengaluru,79,36.0,55.7,0.54,24.1,4.2
2025-07-15,Bengaluru,68,28.4,58.9,0.54,18.4,4.5
2025-07-16,Bengaluru,97,44.9,70.9,0.81,24.0,5.8
2025-07-17,Bengaluru,38,17.6,29.0,0.31,9.8,2.4
2025-07-18,Bengaluru,80,35.0,47.5,0.66,26.7,4.6
2025-07-19,Bengaluru,77,36.7,66.5,0.64,25.0,5.0
2025-07-20,Bengaluru,83,35.8,63.7,0.66,23.1,4.9
2025-07-21,Bengaluru,78,31.2,62.6,0.58,21.3,4.8
2025-07-22,Bengaluru,12,1.0,7.1,0.1,4.8,0.1
2025-07-23,Bengaluru,84,37.8,63.3,0.57,23.8,5.0
2025-07-24,Bengaluru,69,31.3,49.8,0.54,19.4,3.9
2025-07-25,Bengaluru,82,36.6,63.9,0.63,20.8,4.6
2025-07-26,Bengaluru,71,34.8,59.3,0.63,18.9,4.4
2025-07-27,Bengaluru,83,39.3,60.8,0.67,23.4,5.2
2025-07-28,Bengaluru,84,38.1,63.6,0.68,26.8,4.2
2025-07-29,Bengaluru,64,30.8,49.3,0.53,19.3,3.9
2025-07-30,Bengaluru,81,38.3,60.9,0.63,24.1,5.2
2025-07-31,Bengaluru,90,45.7,74.1,0.77,30.3,5.3
2025-08-01,Bengaluru,72,35.0,52.7,0.58,18.2,4.6
2025-08-02,Bengaluru,58,25.8,43.4,0.44,12.7,2.6
2025-08-03,Bengaluru,68,32.2,52.4,0.54,17.3,4.3
2025-08-04,Bengaluru,60,19.8,43.8,0.45,18.8,3.7
2025-08-05,Bengaluru,105,45.6,81.2,0.83,32.2,6.2
2025-08-06,Bengaluru,89,36.8,64.7,0.71,27.4,4.2
2025-08-07,Bengaluru,77,33.6,47.4,0.59,18.5,3.5
2025-08-08,Bengaluru,69,30.2,50.5,0.56,17.6,5.0
2025-08-09,Bengaluru,80,39.9,51.6,0.6,23.8,4.7
2025-08-10,Bengaluru,44,14.3,36.7,0.38,12.8,2.4
2025-08-11,Bengaluru,56,25.0,35.4,0.41,18.2,2.4
2025-08-12,Bengaluru,87,43.6,69.3,0.72,23.4,4.9
2025-08-13,Bengaluru,46,20.8,32.5,0.33,12.8,2.8
2025-08-14,Bengaluru,72,37.2,57.7,0.62,20.0,4.6
2025-08-15,Bengaluru,58,28.1,42.5,0.41,16.2,3.3
2025-08-16,Bengaluru,91,42.3,76.1,0.78,25.6,5.2
2025-08-17,Bengaluru,65,26.6,52.1,0.5,19.0,2.9
2025-08-18,Bengaluru,85,41.5,54.9,0.7,26.5,5.9
2025-08-19,Bengaluru,69,33.4,58.9,0.57,21.9,4.1
2025-08-20,Bengaluru,88,37.7,65.2,0.73,23.2,5.2
2025-08-21,Bengaluru,86,44.9,54.3,0.79,23.6,5.6
2025-08-22,Bengaluru,80,40.7,56.4,0.63,22.3,4.6
2025-08-23,Bengaluru,90,40.3,59.4,0.69,22.0,5.3
2025-08-24,Bengaluru,86,36.7,62.5,0.67,24.4,5.4
2025-08-25,Bengaluru,78,41.9,59.1,0.66,18.7,4.5
2025-08-26,Bengaluru,72,29.3,51.3,0.57,19.2,5.6
2025-08-27,Bengaluru,22,15.9,24.0,0.14,6.2,1.1
2025-08-28,Bengaluru,82,34.0,59.3,0.67,23.6,5.0
2025-08-29,Bengaluru,79,38.1,58.0,0.7,18.4,5.1
2025-08-30,Bengaluru,77,32.6,56.0,0.64,23.4,3.7
2025-08-31,Bengaluru,87,37.8,70.9,0.6,29.3,4.8
2025-09-01,Bengaluru,88,39.4,61.9,0.72,26.7,4.5
2025-09-02,Bengaluru,90,40.5,70.4,0.72,24.1,4.8
2025-09-03,Bengaluru,84,39.8,66.3,0.69,25.4,5.7
2025-09-04,Bengaluru,60,20.0,53.6,0.41,14.6,3.5
2025-09-05,Bengaluru,55,23.6,36.5,0.43,16.0,3.1
2025-09-06,Bengaluru,77,35.4,63.0,0.7,21.1,5.5
2025-09-07,Bengaluru,78,31.4,52.2,0.6,24.7,4.4
2025-09-08,Bengaluru,51,22.3,28.3,0.36,13.1,3.1
2025-09-09,Bengaluru,81,38.5,54.9,0.63,22.8,4.7
2025-09-10,Bengaluru,70,26.3,46.7,0.54,13.4,4.5
2025-09-11,Bengaluru,65,31.3,51.7,0.49,20.2,4.3
2025-09-12,Bengaluru,74,32.0,61.0,0.6,22.8,3.2
2025-09-13,Bengaluru,73,28.1,54.6,0.62,23.9,3.9
2025-09-14,Bengaluru,66,29.4,44.6,0.58,18.3,4.0
2025-09-15,Bengaluru,81,36.2,56.7,0.64,21.0,4.9
2025-09-16,Bengaluru,84,34.3,55.3,0.67,22.0,5.1
2025-09-17,Bengaluru,83,30.9,65.7,0.61,23.2,4.7
2025-09-18,Bengaluru,35,20.8,27.8,0.33,10.1,2.4
2025-09-19,Bengaluru,55,25.5,46.8,0.45,20.0,3.8
2025-09-20,Bengaluru,36,15.7,29.0,0.29,11.5,2.6
2025-09-21,Bengaluru,57,29.5,40.3,0.43,14.8,3.8
2025-09-22,Bengaluru,47,19.2,33.1,0.29,11.5,2.2
2025-09-23,Bengaluru,70,33.5,55.3,0.62,21.7,3.9
2025-09-24,Bengaluru,75,33.7,45.5,0.54,20.7,4.4
2025-09-25,Bengaluru,55,26.1,32.4,0.47,15.8,3.6
2025-09-26,Bengaluru,57,25.2,49.0,0.41,14.1,3.6
2025-09-27,Bengaluru,72,33.2,64.0,0.6,20.6,3.9
2025-09-28,Bengaluru,60,26.8,50.3,0.46,17.6,4.3
2025-09-29,Bengaluru,78,36.4,59.4,0.55,20.6,4.5
2025-09-30,Bengaluru,68,31.3,60.6,0.62,19.5,4.5
2025-10-01,Bengaluru,43,23.7,24.4,0.39,13.0,2.2
2025-10-02,Bengaluru,45,16.8,28.3,0.28,14.1,3.3
2025-10-03,Bengaluru,58,31.6,43.4,0.48,13.3,4.1
2025-10-04,Bengaluru,52,26.8,45.1,0.48,13.3,3.0
2025-10-05,Bengaluru,47,23.8,36.9,0.43,15.4,2.0
2025-10-06,Bengaluru,85,41.1,61.9,0.7,23.6,5.4
2025-10-07,Bengaluru,65,30.7,49.1,0.5,18.6,5.3
2025-10-08,Bengaluru,38,16.4,25.2,0.28,12.3,2.6
2025-10-09,Bengaluru,34,18.4,29.5,0.26,6.5,2.5
2025-10-10,Bengaluru,47,21.2,32.9,0.41,13.9,2.7
2025-10-11,Bengaluru,34,18.5,28.5,0.28,4.2,2.0
2025-10-12,Bengaluru,71,30.1,57.0,0.6,20.8,4.8
2025-10-13,Bengaluru,45,18.9,34.1,0.33,14.1,2.4
2025-10-14,Bengaluru,91,38.2,78.9,0.83,25.3,6.0
2025-10-15,Bengaluru,67,33.2,49.4,0.47,11.7,3.9
2025-10-16,Bengaluru,44,23.8,33.2,0.4,11.4,2.5
2025-10-17,Bengaluru,56,17.8,42.1,0.43,18.4,3.1
2025-10-18,Bengaluru,57,28.4,35.3,0.45,15.1,3.9
2025-10-19,Bengaluru,43,18.7,27.0,0.4,11.9,1.8
2025-10-20,Bengaluru,24,12.1,11.6,0.28,4.8,1.4
2025-10-21,Bengaluru,49,19.9,25.6,0.4,12.2,3.0
2025-10-22,Bengaluru,58,26.9,51.3,0.44,15.3,2.6
2025-10-23,Bengaluru,36,17.4,24.6,0.31,9.7,1.5
2025-10-24,Bengaluru,43,18.7,32.9,0.32,10.7,2.7
2025-10-25,Bengaluru,42,24.1,35.5,0.36,11.4,1.5
2025-10-26,Bengaluru,33,12.9,23.4,0.26,10.6,2.1
2025-10-27,Bengaluru,84,36.9,64.3,0.69,24.0,5.7
2025-10-28,Bengaluru,53,19.9,39.2,0.42,19.1,3.0
2025-10-29,Bengaluru,12,6.7,11.5,0.1,2.9,1.2
2025-10-30,Bengaluru,34,14.3,22.9,0.33,10.1,1.5
2025-10-31,Bengaluru,40,23.6,35.4,0.36,11.2,3.2
2025-11-01,Bengaluru,66,32.0,47.3,0.52,19.9,3.9
2025-11-02,Bengaluru,37,15.2,17.8,0.33,8.3,3.1
2025-11-03,Bengaluru,45,24.2,24.7,0.4,14.6,3.4
2025-11-04,Bengaluru,38,15.0,31.4,0.31,11.2,2.1
2025-11-05,Bengaluru,12,13.2,9.5,0.12,3.5,1.4
2025-11-06,Bengaluru,50,19.3,34.4,0.35,19.4,3.3
2025-11-07,Bengaluru,39,15.5,33.3,0.36,12.5,2.1
2025-11-08,Bengaluru,46,21.0,29.8,0.32,13.7,2.9
2025-11-09,Bengaluru,42,21.3,39.0,0.3,13.0,2.9
2025-11-10,Bengaluru,37,17.0,26.3,0.4,10.6,2.4
2025-11-11,Bengaluru,35,14.3,19.7,0.33,11.3,1.9
2025-11-12,Bengaluru,64,29.3,45.5,0.5,15.4,3.9
2025-11-13,Bengaluru,42,22.2,30.7,0.32,8.6,3.1
2025-11-14,Bengaluru,78,35.2,51.9,0.56,20.7,5.2
2025-11-15,Bengaluru,46,16.2,36.5,0.33,11.8,3.2
2025-11-16,Bengaluru,44,23.1,32.9,0.4,11.1,2.5
2025-11-17,Bengaluru,40,18.1,23.6,0.31,14.1,1.9
2025-11-18,Bengaluru,12,1.7,22.3,0.12,2.8,0.8
2025-11-19,Bengaluru,21,7.5,13.2,0.16,4.4,1.1
2025-11-20,Bengaluru,45,17.3,46.8,0.4,10.1,1.5
2025-11-21,Bengaluru,40,20.1,32.5,0.31,10.0,1.9
2025-11-22,Bengaluru,39,14.5,27.3,0.38,9.4,2.6
2025-11-23,Bengaluru,50,19.3,33.3,0.45,12.1,3.0
2025-11-24,Bengaluru,44,22.7,33.4,0.39,12.2,3.1
2025-11-25,Bengaluru,33,14.4,14.3,0.27,8.8,2.7
2025-11-26,Bengaluru,49,20.5,34.7,0.41,12.6,2.9
2025-11-27,Bengaluru,51,20.5,36.0,0.39,20.6,3.4
2025-11-28,Bengaluru,59,28.9,48.4,0.5,17.3,2.8
2025-11-29,Bengaluru,42,18.6,34.2,0.33,13.3,3.0
2025-11-30,Bengaluru,22,8.6,7.2,0.19,5.6,2.0
2025-12-01,Bengaluru,38,15.6,33.2,0.29,9.6,2.5
2025-12-02,Bengaluru,56,27.8,44.8,0.59,14.2,3.0
2025-12-03,Bengaluru,34,19.8,20.8,0.36,6.6,2.0
2025-12-04,Bengaluru,42,16.3,28.4,0.38,14.6,1.5
2025-12-05,Bengaluru,28,12.3,21.5,0.21,5.3,2.5
2025-12-06,Bengaluru,46,20.4,32.1,0.34,7.7,2.9
2025-12-07,Bengaluru,29,13.5,21.3,0.24,6.4,1.5
2025-12-08,Bengaluru,35,17.8,33.1,0.27,7.7,2.1
2025-12-09,Bengaluru,62,25.0,50.9,0.56,16.6,3.4
2025-12-10,Bengaluru,43,20.4,35.7,0.45,12.4,2.0
2025-12-11,Bengaluru,38,17.8,34.8,0.29,9.8,1.6
2025-12-12,Bengaluru,51,33.0,37.1,0.43,13.2,2.4
2025-12-13,Bengaluru,35,15.8,14.3,0.36,10.6,2.1
2025-12-14,Bengaluru,39,18.8,31.5,0.33,13.1,3.0
2025-12-15,Bengaluru,59,24.0,41.4,0.49,15.0,3.2
2025-12-16,Bengaluru,44,22.5,39.4,0.34,13.2,2.8
2025-12-17,Bengaluru,38,14.7,23.8,0.34,9.0,1.4
2025-12-18,Bengaluru,43,23.7,18.3,0.33,13.4,1.7
2025-12-19,Bengaluru,39,14.1,24.2,0.29,8.7,1.7
2025-12-20,Bengaluru,42,25.6,35.3,0.39,13.4,2.2
2025-12-21,Bengaluru,39,20.8,33.4,0.32,12.0,3.6
2025-12-22,Bengaluru,42,18.0,31.1,0.28,16.5,3.3
2025-12-23,Bengaluru,48,28.1,39.2,0.36,15.3,3.1
2025-12-24,Bengaluru,45,16.1,29.7,0.43,16.0,3.4
2025-12-25,Bengaluru,61,29.2,48.3,0.44,15.9,2.7
2025-12-26,Bengaluru,34,9.1,30.9,0.29,5.5,1.9
2025-12-27,Bengaluru,55,24.4,36.3,0.35,11.9,3.6
2025-12-28,Bengaluru,36,15.1,24.9,0.28,7.6,2.3
2025-12-29,Bengaluru,34,13.0,30.6,0.29,10.9,3.1
2025-12-30,Bengaluru,44,19.9,31.7,0.33,10.3,2.7
2025-12-31,Bengaluru,47,22.4,35.6,0.42,13.2,2.6
2026-01-01,Bengaluru,28,8.0,28.3,0.19,6.0,1.5
2026-01-02,Bengaluru,44,24.7,31.4,0.48,12.4,3.7
2026-01-03,Bengaluru,48,22.7,43.9,0.44,14.7,4.0
2026-01-04,Bengaluru,32,11.4,20.6,0.34,11.9,1.7
2026-01-05,Bengaluru,23,9.7,12.2,0.16,4.3,0.6
2026-01-06,Bengaluru,61,25.4,52.8,0.48,14.8,3.9
2026-01-07,Bengaluru,34,14.7,26.2,0.23,6.3,2.0
2026-01-08,Bengaluru,46,18.0,35.3,0.44,12.7,2.8
2026-01-09,Bengaluru,46,18.7,29.5,0.32,13.6,3.1
2026-01-10,Bengaluru,52,22.3,44.5,0.43,14.7,1.5
2026-01-11,Bengaluru,35,11.2,29.4,0.28,7.7,2.3
2026-01-12,Bengaluru,26,8.6,15.9,0.24,10.1,1.3
2026-01-13,Bengaluru,53,24.0,40.9,0.42,14.4,3.4
2026-01-14,Bengaluru,46,18.0,33.6,0.45,13.2,2.9
2026-01-15,Bengaluru,40,16.5,29.8,0.36,13.7,1.2
2026-01-16,Bengaluru,26,8.7,18.9,0.16,8.6,1.6
2026-01-17,Bengaluru,47,24.0,38.6,0.36,13.4,2.6
2026-01-18,Bengaluru,27,15.0,19.8,0.14,8.6,1.5
2026-01-19,Bengaluru,21,5.3,12.2,0.18,7.5,1.6
2026-01-20,Bengaluru,47,21.0,43.9,0.41,13.6,3.1
2026-01-21,Bengaluru,30,13.3,12.1,0.22,11.9,1.9
2026-01-22,Bengaluru,38,20.1,30.3,0.26,10.7,1.7
2026-01-23,Bengaluru,34,12.8,30.1,0.25,7.9,2.0
2026-01-24,Bengaluru,40,14.4,27.4,0.33,13.9,1.1
2026-01-25,Bengaluru,43,18.2,29.8,0.31,11.3,2.9
2026-01-26,Bengaluru,38,22.1,31.6,0.31,10.3,2.9
2026-01-27,Bengaluru,12,1.9,5.5,0.13,5.2,0.6
2026-01-28,Bengaluru,33,15.1,32.1,0.27,6.7,2.0
2026-01-29,Bengaluru,52,23.1,45.3,0.46,14.4,3.1
2026-01-30,Bengaluru,22,13.5,14.9,0.16,5.1,1.5
2026-01-31,Bengaluru,34,12.3,25.2,0.24,10.2,1.7
2026-02-01,Bengaluru,54,26.4,43.9,0.4,19.9,3.0
2026-02-02,Bengaluru,37,18.8,28.7,0.26,14.8,2.7
2026-02-03,Bengaluru,34,22.5,29.6,0.27,14.1,2.4
2026-02-04,Bengaluru,39,16.4,29.5,0.29,13.8,1.5
2026-02-05,Bengaluru,49,19.4,36.5,0.38,12.7,3.3
2026-02-06,Bengaluru,43,17.3,33.0,0.31,11.0,1.8
2026-02-07,Bengaluru,38,18.6,28.7,0.39,15.9,2.0
2026-02-08,Bengaluru,16,10.6,13.7,0.18,5.3,0.9
2026-02-09,Bengaluru,37,17.9,26.7,0.36,7.8,2.8
2026-02-10,Bengaluru,24,11.2,16.3,0.12,2.6,0.9
2026-02-11,Bengaluru,47,19.3,30.0,0.44,10.7,3.2
2026-02-12,Bengaluru,62,24.5,43.5,0.53,14.6,3.9
2026-02-13,Bengaluru,27,9.8,22.3,0.32,5.7,2.0
2026-02-14,Bengaluru,33,13.4,30.1,0.22,6.9,2.2
2026-02-15,Bengaluru,55,27.0,34.2,0.41,17.4,4.1
2026-02-16,Bengaluru,24,9.1,26.2,0.19,5.5,1.1
2026-02-17,Bengaluru,31,22.5,30.4,0.22,12.1,2.1
2026-02-18,Bengaluru,47,19.0,32.7,0.37,9.2,2.6
2026-02-19,Bengaluru,43,23.3,29.2,0.38,7.9,3.2
2026-02-20,Bengaluru,32,14.8,26.0,0.27,8.7,1.3
2026-02-21,Bengaluru,33,17.8,21.8,0.26,6.3,2.4
2026-02-22,Bengaluru,12,8.1,3.7,0.15,3.4,0.4
2026-02-23,Bengaluru,58,25.9,41.7,0.51,13.3,2.2
2026-02-24,Bengaluru,45,17.7,38.1,0.36,10.3,3.0
2026-02-25,Bengaluru,17,4.4,7.5,0.1,5.6,0.6
2026-02-26,Bengaluru,41,17.9,26.0,0.25,16.5,2.4
2026-02-27,Bengaluru,34,18.8,23.9,0.28,9.8,3.0
2026-02-28,Bengaluru,48,19.2,37.8,0.42,11.1,3.1
2026-03-01,Bengaluru,48,19.0,32.4,0.44,12.7,2.4
2026-03-02,Bengaluru,23,12.1,17.7,0.24,8.8,1.3
2026-03-03,Bengaluru,66,34.5,39.6,0.48,14.0,3.8
2026-03-04,Bengaluru,29,10.6,27.2,0.14,8.4,1.8
2026-03-05,Bengaluru,28,13.0,9.8,0.18,10.9,1.1
2026-03-06,Bengaluru,59,22.3,36.6,0.42,18.8,3.3
2026-03-07,Bengaluru,41,18.7,30.5,0.39,13.0,1.9
2026-03-08,Bengaluru,41,23.7,32.3,0.25,8.6,2.9
2026-03-09,Bengaluru,51,20.2,42.0,0.49,17.2,3.9
2026-03-10,Bengaluru,36,15.7,25.0,0.29,8.3,2.0
2026-03-11,Bengaluru,51,18.1,30.5,0.45,13.6,2.1
2026-03-12,Bengaluru,39,16.9,27.1,0.35,8.3,2.3
2026-03-13,Bengaluru,42,19.0,22.8,0.31,11.8,2.8
2026-03-14,Bengaluru,54,26.7,42.8,0.5,14.5,4.0
2026-03-15,Bengaluru,12,4.1,18.6,0.12,7.7,0.9
2026-03-16,Bengaluru,59,24.2,42.5,0.44,19.1,3.5
2026-03-17,Bengaluru,33,15.5,25.4,0.24,9.8,2.0
2026-03-18,Bengaluru,72,34.1,55.8,0.51,24.4,3.5
2026-03-19,Bengaluru,38,13.8,30.5,0.31,10.3,3.0
2026-03-20,Bengaluru,52,22.4,43.0,0.49,16.8,3.1
2026-03-21,Bengaluru,55,25.7,44.6,0.4,15.4,3.3
2026-03-22,Bengaluru,57,31.2,48.6,0.45,18.3,3.7
2026-03-23,Bengaluru,43,25.6,28.6,0.37,13.7,2.4
2026-03-24,Bengaluru,47,24.0,36.5,0.4,13.4,3.2
2026-03-25,Bengaluru,57,24.7,42.9,0.52,12.5,3.0
2026-03-26,Bengaluru,64,29.6,46.0,0.55,16.3,2.8
2026-03-27,Bengaluru,81,34.3,61.3,0.66,23.0,4.0
2026-03-28,Bengaluru,76,35.5,50.0,0.53,19.1,4.9
2026-03-29,Bengaluru,26,14.2,21.5,0.2,4.3,1.2
2026-03-30,Bengaluru,52,27.2,33.8,0.47,15.9,3.1
2026-03-31,Bengaluru,30,11.8,31.6,0.25,11.1,1.9
2026-04-01,Bengaluru,35,17.5,37.0,0.25,11.6,2.2
2026-04-02,Bengaluru,33,10.4,22.5,0.28,11.0,1.2
2026-04-03,Bengaluru,63,28.0,47.3,0.53,21.1,3.9
2026-04-04,Bengaluru,67,29.6,54.5,0.58,20.1,3.8
2026-04-05,Bengaluru,63,30.1,41.2,0.54,19.0,3.5
2026-04-06,Bengaluru,71,32.5,50.2,0.5,19.8,4.3
2026-04-07,Bengaluru,89,37.7,72.1,0.65,22.2,5.2
2026-04-08,Bengaluru,47,17.1,45.0,0.35,17.8,2.3
2026-04-09,Bengaluru,12,9.3,5.4,0.1,0.6,0.7
2026-04-10,Bengaluru,65,29.0,46.4,0.53,19.5,4.0
2026-04-11,Bengaluru,42,18.6,29.3,0.36,11.5,2.5
2026-04-12,Bengaluru,75,30.7,63.4,0.59,21.2,4.5
2026-04-13,Bengaluru,48,22.6,35.8,0.46,7.0,3.5
2026-04-14,Bengaluru,86,33.2,69.1,0.74,25.2,4.4
2026-04-15,Bengaluru,70,34.5,49.6,0.58,18.9,4.6
2026-04-16,Bengaluru,40,16.3,29.8,0.25,10.9,2.6
2026-04-17,Bengaluru,76,34.9,49.8,0.68,24.2,4.6
2026-04-18,Bengaluru,67,28.6,49.2,0.55,18.2,3.6
2026-04-19,Bengaluru,79,36.3,54.0,0.65,22.4,4.4
2026-04-20,Bengaluru,71,32.4,52.2,0.56,20.8,4.2
2026-04-21,Bengaluru,51,26.1,31.2,0.35,15.8,4.3
2026-04-22,Bengaluru,48,27.2,33.8,0.35,14.4,3.4
2026-04-23,Bengaluru,59,25.9,44.1,0.44,15.4,4.0
2026-04-24,Bengaluru,59,28.9,45.9,0.43,17.4,3.1
2026-04-25,Bengaluru,12,2.3,5.9,0.1,2.4,0.3
2026-04-26,Bengaluru,44,19.4,30.4,0.3,8.6,2.5
2026-04-27,Bengaluru,63,30.5,47.4,0.58,18.1,3.4
2026-04-28,Bengaluru,67,32.6,43.8,0.52,22.1,4.3
2026-04-29,Bengaluru,80,38.8,64.5,0.72,21.2,4.6
2026-04-30,Bengaluru,40,17.9,29.3,0.23,9.9,3.1
2026-05-01,Bengaluru,50,24.6,36.9,0.31,13.7,3.5
2026-05-02,Bengaluru,57,27.9,34.2,0.46,17.0,3.3
2026-05-03,Bengaluru,92,39.9,66.1,0.75,24.3,4.8
2026-05-04,Bengaluru,69,33.3,50.2,0.64,18.4,4.5
2026-05-05,Bengaluru,51,21.6,33.9,0.32,15.4,3.7
2026-05-06,Bengaluru,56,24.1,38.7,0.48,15.0,4.0
2026-05-07,Bengaluru,80,32.3,57.7,0.62,23.5,4.6
2026-05-08,Bengaluru,12,3.0,7.5,0.1,1.7,1.4
2026-05-09,Bengaluru,66,28.7,54.7,0.57,21.8,4.2
2026-05-10,Bengaluru,76,40.4,59.9,0.6,21.4,4.6
2026-05-11,Bengaluru,70,27.4,60.6,0.56,20.0,5.2
2026-05-12,Bengaluru,67,32.1,46.3,0.55,19.2,4.4
2026-05-13,Bengaluru,68,28.9,58.1,0.62,18.5,4.1
2026-05-14,Bengaluru,12,4.5,3.0,0.13,0.5,0.4
2026-05-15,Bengaluru,69,34.9,49.0,0.57,19.2,4.6
2026-05-16,Bengaluru,75,36.2,53.5,0.55,21.7,4.3
2026-05-17,Bengaluru,54,25.3,46.7,0.47,13.8,2.7
2026-05-18,Bengaluru,92,36.7,66.7,0.77,29.0,5.4
2026-05-19,Bengaluru,81,33.8,61.4,0.59,21.2,5.2
2026-05-20,Bengaluru,74,36.1,54.7,0.52,23.1,3.8
2026-05-21,Bengaluru,55,24.2,46.3,0.41,13.5,3.4
2026-05-22,Bengaluru,81,35.0,61.8,0.59,19.2,5.9
