Date,City,Area,Average_Speed,Congestion_Index,Vehicle_Count,Peak_Hour,Accident_Count
2024-03-25,Mumbai,Residential,24.4,36.7,25734,17:00 - 19:00,3
2024-03-26,Mumbai,Downtown,10.0,88.9,59657,08:00 - 10:00,18
2024-03-26,Mumbai,Suburbs,44.3,30.4,27028,08:00 - 10:00,2
2024-03-26,Mumbai,Industrial,34.6,45.5,20631,17:00 - 19:00,4
2024-03-26,Mumbai,Residential,25.0,47.4,23973,08:00 - 10:00,4
2024-03-27,Mumbai,Downtown,14.4,83.6,64624,17:00 - 19:00,13
2024-03-27,Mumbai,Suburbs,55.1,29.8,28559,08:00 - 10:00,3
2024-03-27,Mumbai,Industrial,33.7,42.9,19408,08:00 - 10:00,2
2024-03-27,Mumbai,Residential,28.7,45.1,25919,08:00 - 10:00,4
2024-03-28,Mumbai,Downtown,11.5,90.6,61629,17:00 - 19:00,18
2024-03-28,Mumbai,Suburbs,42.3,37.4,26259,17:00 - 19:00,3
2024-03-28,Mumbai,Industrial,30.7,58.4,20591,08:00 - 10:00,6
2024-03-28,Mumbai,Residential,35.9,36.8,23225,08:00 - 10:00,5
2024-03-29,Mumbai,Downtown,10.0,93.3,63547,17:00 - 19:00,13
2024-03-29,Mumbai,Suburbs,46.4,45.8,27850,17:00 - 19:00,6
2024-03-29,Mumbai,Industrial,23.4,52.9,20153,17:00 - 19:00,4
2024-03-29,Mumbai,Residential,30.9,38.5,24753,08:00 - 10:00,3
2024-03-30,Mumbai,Downtown,23.9,40.3,29663,12:00 - 14:00,3
2024-03-30,Mumbai,Suburbs,41.5,37.6,31077,12:00 - 14:00,2
2024-03-30,Mumbai,Industrial,40.1,22.3,9955,12:00 - 14:00,1
2024-03-30,Mumbai,Residential,33.1,21.3,12433,12:00 - 14:00,1
2024-03-31,Mumbai,Downtown,23.6,43.1,28083,12:00 - 14:00,8
2024-03-31,Mumbai,Suburbs,45.6,41.7,28981,12:00 - 14:00,7
2024-03-31,Mumbai,Industrial,35.7,31.8,9701,12:00 - 14:00,2
2024-03-31,Mumbai,Residential,28.2,24.0,12980,12:00 - 14:00,1
2024-04-01,Mumbai,Downtown,10.0,99.0,61889,08:00 - 10:00,24
2024-04-01,Mumbai,Suburbs,25.6,68.5,25618,17:00 - 19:00,9
2024-04-01,Mumbai,Industrial,14.2,81.8,21368,08:00 - 10:00,11
2024-04-01,Mumbai,Residential,15.9,70.7,23812,17:00 - 19:00,6
2024-04-02,Mumbai,Downtown,11.7,90.4,64618,17:00 - 19:00,21
2024-04-02,Mumbai,Suburbs,49.9,33.0,25659,17:00 - 19:00,4
2024-04-02,Mumbai,Industrial,31.3,41.4,20012,08:00 - 10:00,4
2024-04-02,Mumbai,Residential,28.9,44.8,23910,17:00 - 19:00,2
2024-04-03,Mumbai,Downtown,11.1,85.0,59615,17:00 - 19:00,10
2024-04-03,Mumbai,Suburbs,43.6,32.7,27160,17:00 - 19:00,4
2024-04-03,Mumbai,Industrial,28.4,44.4,20456,17:00 - 19:00,3
2024-04-03,Mumbai,Residential,28.9,38.2,24153,17:00 - 19:00,4
2024-04-04,Mumbai,Downtown,10.0,88.2,61710,08:00 - 10:00,17
2024-04-04,Mumbai,Suburbs,39.9,38.6,28505,17:00 - 19:00,5
2024-04-04,Mumbai,Industrial,28.3,46.3,20462,17:00 - 19:00,3
2024-04-04,Mumbai,Residential,30.8,38.8,23961,17:00 - 19:00,4
2024-04-05,Mumbai,Downtown,14.3,84.2,63011,08:00 - 10:00,15
2024-04-05,Mumbai,Suburbs,48.1,31.0,26106,17:00 - 19:00,2
2024-04-05,Mumbai,Industrial,31.6,42.2,19438,17:00 - 19:00,4
2024-04-05,Mumbai,Residential,33.9,34.0,23964,17:00 - 19:00,2
2024-04-06,Mumbai,Downtown,20.8,49.0,35329,12:00 - 14:00,5
2024-04-06,Mumbai,Suburbs,45.3,35.5,28326,12:00 - 14:00,4
2024-04-06,Mumbai,Industrial,40.8,25.4,9265,12:00 - 14:00,1
2024-04-06,Mumbai,Residential,37.3,19.9,13521,12:00 - 14:00,1
2024-04-07,Mumbai,Downtown,20.1,44.3,33345,12:00 - 14:00,3
2024-04-07,Mumbai,Suburbs,43.1,36.3,29877,12:00 - 14:00,5
2024-04-07,Mumbai,Industrial,40.2,19.6,11907,12:00 - 14:00,1
2024-04-07,Mumbai,Residential,34.7,16.1,12201,12:00 - 14:00,1
2024-04-08,Mumbai,Downtown,18.4,87.0,60147,17:00 - 19:00,22
2024-04-08,Mumbai,Suburbs,48.6,25.8,26176,17:00 - 19:00,3
2024-04-08,Mumbai,Industrial,29.4,44.8,20278,08:00 - 10:00,3
2024-04-08,Mumbai,Residential,29.8,38.6,24022,17:00 - 19:00,2
2024-04-09,Mumbai,Downtown,10.0,85.4,57851,17:00 - 19:00,21
2024-04-09,Mumbai,Suburbs,46.2,39.5,25359,08:00 - 10:00,5
2024-04-09,Mumbai,Industrial,32.8,49.2,20123,08:00 - 10:00,5
2024-04-09,Mumbai,Residential,37.0,37.5,25774,08:00 - 10:00,2
2024-04-10,Mumbai,Downtown,17.4,90.3,60916,17:00 - 19:00,21
2024-04-10,Mumbai,Suburbs,42.7,37.0,28011,17:00 - 19:00,5
2024-04-10,Mumbai,Industrial,28.1,54.2,19617,17:00 - 19:00,2
2024-04-10,Mumbai,Residential,28.6,46.6,23291,08:00 - 10:00,4
2024-04-11,Mumbai,Downtown,12.1,86.4,60958,17:00 - 19:00,9
2024-04-11,Mumbai,Suburbs,49.8,31.1,26888,08:00 - 10:00,2
2024-04-11,Mumbai,Industrial,30.8,50.8,19661,08:00 - 10:00,5
2024-04-11,Mumbai,Residential,28.9,38.8,22695,17:00 - 19:00,2
2024-04-12,Mumbai,Downtown,10.0,92.7,57898,17:00 - 19:00,39
2024-04-12,Mumbai,Suburbs,44.4,40.3,27769,17:00 - 19:00,6
2024-04-12,Mumbai,Industrial,29.0,53.2,19353,17:00 - 19:00,7
2024-04-12,Mumbai,Residential,24.6,42.3,25418,17:00 - 19:00,6
2024-04-13,Mumbai,Downtown,18.8,39.4,31018,12:00 - 14:00,6
2024-04-13,Mumbai,Suburbs,50.2,32.8,29834,12:00 - 14:00,2
2024-04-13,Mumbai,Industrial,34.4,28.4,8795,12:00 - 14:00,1
2024-04-13,Mumbai,Residential,39.3,21.2,13360,12:00 - 14:00,1
2024-04-14,Mumbai,Downtown,20.6,49.2,31242,12:00 - 14:00,8
2024-04-14,Mumbai,Suburbs,44.4,44.5,29576,12:00 - 14:00,2
2024-04-14,Mumbai,Industrial,35.7,25.3,9948,12:00 - 14:00,1
2024-04-14,Mumbai,Residential,32.8,25.0,12247,12:00 - 14:00,1
2024-04-15,Mumbai,Downtown,10.0,84.5,60915,08:00 - 10:00,23
2024-04-15,Mumbai,Suburbs,43.5,34.0,25801,08:00 - 10:00,2
2024-04-15,Mumbai,Industrial,36.1,40.6,20042,17:00 - 19:00,3
2024-04-15,Mumbai,Residential,26.6,43.9,24285,17:00 - 19:00,5
2024-04-16,Mumbai,Downtown,14.0,92.0,61460,17:00 - 19:00,25
2024-04-16,Mumbai,Suburbs,48.9,34.0,27727,08:00 - 10:00,2
2024-04-16,Mumbai,Industrial,28.6,49.2,20116,08:00 - 10:00,4
2024-04-16,Mumbai,Residential,32.4,37.7,22248,17:00 - 19:00,3
2024-04-17,Mumbai,Downtown,10.0,93.3,56205,08:00 - 10:00,30
2024-04-17,Mumbai,Suburbs,46.2,38.1,27988,17:00 - 19:00,5
2024-04-17,Mumbai,Industrial,25.6,50.4,19948,17:00 - 19:00,7
2024-04-17,Mumbai,Residential,29.4,32.7,24438,08:00 - 10:00,5
2024-04-18,Mumbai,Downtown,15.3,92.2,57108,17:00 - 19:00,21
2024-04-18,Mumbai,Suburbs,42.4,37.9,25644,08:00 - 10:00,4
2024-04-18,Mumbai,Industrial,29.1,49.2,20015,08:00 - 10:00,4
2024-04-18,Mumbai,Residential,33.7,37.4,22931,08:00 - 10:00,3
2024-04-19,Mumbai,Downtown,19.6,86.2,61194,17:00 - 19:00,21
2024-04-19,Mumbai,Suburbs,45.7,34.3,27491,17:00 - 19:00,4
2024-04-19,Mumbai,Industrial,30.5,44.4,19615,17:00 - 19:00,3
2024-04-19,Mumbai,Residential,30.4,37.7,25343,08:00 - 10:00,2
2024-04-20,Mumbai,Downtown,24.5,45.2,32467,12:00 - 14:00,7
2024-04-20,Mumbai,Suburbs,44.1,31.3,29183,12:00 - 14:00,3
2024-04-20,Mumbai,Industrial,38.8,24.4,9780,12:00 - 14:00,1
2024-04-20,Mumbai,Residential,34.6,19.8,11610,12:00 - 14:00,1
2024-04-21,Mumbai,Downtown,22.7,46.3,28912,12:00 - 14:00,5
2024-04-21,Mumbai,Suburbs,44.2,34.1,31036,12:00 - 14:00,3
2024-04-21,Mumbai,Industrial,41.3,20.1,9994,12:00 - 14:00,0
2024-04-21,Mumbai,Residential,33.2,23.1,11296,12:00 - 14:00,1
2024-04-22,Mumbai,Downtown,11.8,99.0,65023,17:00 - 19:00,17
2024-04-22,Mumbai,Suburbs,39.3,53.6,27061,08:00 - 10:00,7
2024-04-22,Mumbai,Industrial,19.1,63.1,19865,17:00 - 19:00,8
2024-04-22,Mumbai,Residential,20.4,45.3,23891,17:00 - 19:00,6
2024-04-23,Mumbai,Downtown,10.0,81.8,59438,17:00 - 19:00,13
2024-04-23,Mumbai,Suburbs,49.1,41.7,27509,08:00 - 10:00,3
2024-04-23,Mumbai,Industrial,26.7,47.8,19607,08:00 - 10:00,4
2024-04-23,Mumbai,Residential,31.7,37.0,23808,17:00 - 19:00,2
2024-04-24,Mumbai,Downtown,14.3,86.3,59591,08:00 - 10:00,9
2024-04-24,Mumbai,Suburbs,44.5,42.2,28642,17:00 - 19:00,4
2024-04-24,Mumbai,Industrial,25.0,50.8,21125,08:00 - 10:00,4
2024-04-24,Mumbai,Residential,31.7,37.8,25387,08:00 - 10:00,3
2024-04-25,Mumbai,Downtown,11.7,84.7,59276,08:00 - 10:00,18
2024-04-25,Mumbai,Suburbs,43.7,34.4,25520,08:00 - 10:00,2
2024-04-25,Mumbai,Industrial,24.4,47.3,21737,17:00 - 19:00,3
2024-04-25,Mumbai,Residential,33.0,43.0,24792,17:00 - 19:00,5
2024-04-26,Mumbai,Downtown,11.6,91.7,61170,17:00 - 19:00,23
2024-04-26,Mumbai,Suburbs,40.7,38.7,26410,08:00 - 10:00,3
2024-04-26,Mumbai,Industrial,30.4,44.1,20881,08:00 - 10:00,4
2024-04-26,Mumbai,Residential,25.2,39.6,24339,17:00 - 19:00,2
2024-04-27,Mumbai,Downtown,26.4,44.1,30447,12:00 - 14:00,5
2024-04-27,Mumbai,Suburbs,46.8,35.8,28027,12:00 - 14:00,2
2024-04-27,Mumbai,Industrial,38.0,21.0,11737,12:00 - 14:00,1
2024-04-27,Mumbai,Residential,34.0,17.9,11468,12:00 - 14:00,0
2024-04-28,Mumbai,Downtown,14.7,42.3,30497,12:00 - 14:00,4
2024-04-28,Mumbai,Suburbs,47.9,37.2,29545,12:00 - 14:00,3
2024-04-28,Mumbai,Industrial,39.8,25.6,9416,12:00 - 14:00,1
2024-04-28,Mumbai,Residential,30.5,28.9,12774,12:00 - 14:00,1
2024-04-29,Mumbai,Downtown,10.5,95.1,60861,08:00 - 10:00,19
2024-04-29,Mumbai,Suburbs,47.1,36.8,27022,17:00 - 19:00,3
2024-04-29,Mumbai,Industrial,38.6,40.3,19922,17:00 - 19:00,2
2024-04-29,Mumbai,Residential,27.5,43.0,25209,08:00 - 10:00,4
2024-04-30,Mumbai,Downtown,13.5,85.2,60243,17:00 - 19:00,12
2024-04-30,Mumbai,Suburbs,47.5,35.6,27923,08:00 - 10:00,2
2024-04-30,Mumbai,Industrial,27.3,51.1,20068,08:00 - 10:00,3
2024-04-30,Mumbai,Residential,35.0,35.1,22785,17:00 - 19:00,3
2024-05-01,Mumbai,Downtown,23.1,87.8,62520,08:00 - 10:00,22
2024-05-01,Mumbai,Suburbs,39.0,39.5,29927,08:00 - 10:00,4
2024-05-01,Mumbai,Industrial,30.5,52.1,20010,17:00 - 19:00,4
2024-05-01,Mumbai,Residential,27.8,41.3,22969,17:00 - 19:00,4
2024-05-02,Mumbai,Downtown,10.0,99.0,60403,17:00 - 19:00,34
2024-05-02,Mumbai,Suburbs,33.7,49.0,26510,08:00 - 10:00,8
2024-05-02,Mumbai,Industrial,25.4,63.9,20252,17:00 - 19:00,6
2024-05-02,Mumbai,Residential,19.8,56.0,26229,08:00 - 10:00,9
2024-05-03,Mumbai,Downtown,10.0,95.3,62235,17:00 - 19:00,21
2024-05-03,Mumbai,Suburbs,42.9,38.0,25257,08:00 - 10:00,7
2024-05-03,Mumbai,Industrial,24.8,57.9,19555,17:00 - 19:00,4
2024-05-03,Mumbai,Residential,25.9,45.0,25183,08:00 - 10:00,4
2024-05-04,Mumbai,Downtown,21.9,40.2,27911,12:00 - 14:00,4
2024-05-04,Mumbai,Suburbs,46.2,40.3,29134,12:00 - 14:00,5
2024-05-04,Mumbai,Industrial,35.5,28.8,10222,12:00 - 14:00,1
2024-05-04,Mumbai,Residential,32.4,14.7,14057,12:00 - 14:00,1
2024-05-05,Mumbai,Downtown,17.0,44.0,32296,12:00 - 14:00,7
2024-05-05,Mumbai,Suburbs,41.9,33.9,29230,12:00 - 14:00,3
2024-05-05,Mumbai,Industrial,38.5,20.8,9807,12:00 - 14:00,0
2024-05-05,Mumbai,Residential,35.5,19.1,12578,12:00 - 14:00,1
2024-05-06,Mumbai,Downtown,10.0,95.4,64993,17:00 - 19:00,40
2024-05-06,Mumbai,Suburbs,36.2,51.0,25864,08:00 - 10:00,3
2024-05-06,Mumbai,Industrial,30.2,59.0,21224,08:00 - 10:00,6
2024-05-06,Mumbai,Residential,26.8,50.9,22697,08:00 - 10:00,8
2024-05-07,Mumbai,Downtown,10.0,99.0,64002,17:00 - 19:00,35
2024-05-07,Mumbai,Suburbs,35.7,49.9,27545,17:00 - 19:00,8
2024-05-07,Mumbai,Industrial,25.6,62.7,19792,17:00 - 19:00,6
2024-05-07,Mumbai,Residential,23.9,49.1,24965,17:00 - 19:00,6
2024-05-08,Mumbai,Downtown,10.8,88.7,58575,17:00 - 19:00,24
2024-05-08,Mumbai,Suburbs,42.0,35.3,27109,17:00 - 19:00,4
2024-05-08,Mumbai,Industrial,35.7,45.9,19606,08:00 - 10:00,2
2024-05-08,Mumbai,Residential,30.8,43.0,24674,08:00 - 10:00,5
2024-05-09,Mumbai,Downtown,10.1,86.5,62571,08:00 - 10:00,22
2024-05-09,Mumbai,Suburbs,46.4,34.3,28586,17:00 - 19:00,2
2024-05-09,Mumbai,Industrial,29.8,50.7,19553,08:00 - 10:00,3
2024-05-09,Mumbai,Residential,31.9,28.5,22851,08:00 - 10:00,3
2024-05-10,Mumbai,Downtown,10.0,99.0,62343,17:00 - 19:00,24
2024-05-10,Mumbai,Suburbs,23.9,68.3,26268,17:00 - 19:00,7
2024-05-10,Mumbai,Industrial,10.0,79.4,19571,08:00 - 10:00,8
2024-05-10,Mumbai,Residential,10.2,78.6,24382,17:00 - 19:00,8
2024-05-11,Mumbai,Downtown,17.5,45.3,30260,12:00 - 14:00,4
2024-05-11,Mumbai,Suburbs,38.3,42.9,29557,12:00 - 14:00,4
2024-05-11,Mumbai,Industrial,38.5,25.5,10130,12:00 - 14:00,1
2024-05-11,Mumbai,Residential,35.9,25.3,11608,12:00 - 14:00,1
2024-05-12,Mumbai,Downtown,18.0,49.0,28062,12:00 - 14:00,3
2024-05-12,Mumbai,Suburbs,40.3,42.1,30137,12:00 - 14:00,5
2024-05-12,Mumbai,Industrial,40.8,23.6,9448,12:00 - 14:00,1
2024-05-12,Mumbai,Residential,37.4,22.7,11881,12:00 - 14:00,1
2024-05-13,Mumbai,Downtown,10.0,99.0,59950,17:00 - 19:00,29
2024-05-13,Mumbai,Suburbs,40.4,51.3,28014,08:00 - 10:00,7
2024-05-13,Mumbai,Industrial,26.5,59.5,20295,17:00 - 19:00,5
2024-05-13,Mumbai,Residential,20.8,56.5,23648,08:00 - 10:00,5
2024-05-14,Mumbai,Downtown,10.0,99.0,62606,08:00 - 10:00,44
2024-05-14,Mumbai,Suburbs,38.5,46.2,26830,08:00 - 10:00,6
2024-05-14,Mumbai,Industrial,29.2,50.3,20073,17:00 - 19:00,7
2024-05-14,Mumbai,Residential,21.9,51.5,22802,17:00 - 19:00,4
2024-05-15,Mumbai,Downtown,13.0,93.2,64764,08:00 - 10:00,16
2024-05-15,Mumbai,Suburbs,52.5,30.7,25462,08:00 - 10:00,2
2024-05-15,Mumbai,Industrial,33.1,45.1,19689,17:00 - 19:00,3
2024-05-15,Mumbai,Residential,26.8,33.6,22835,08:00 - 10:00,1
2024-05-16,Mumbai,Downtown,14.9,93.5,60642,08:00 - 10:00,24
2024-05-16,Mumbai,Suburbs,47.3,32.4,26391,17:00 - 19:00,2
2024-05-16,Mumbai,Industrial,30.4,44.8,20879,17:00 - 19:00,4
2024-05-16,Mumbai,Residential,24.0,44.5,23176,17:00 - 19:00,3
2024-05-17,Mumbai,Downtown,12.1,88.7,61272,08:00 - 10:00,22
2024-05-17,Mumbai,Suburbs,40.9,38.1,27541,08:00 - 10:00,4
2024-05-17,Mumbai,Industrial,29.1,47.4,20660,08:00 - 10:00,5
2024-05-17,Mumbai,Residential,29.8,48.3,25521,08:00 - 10:00,5
2024-05-18,Mumbai,Downtown,19.7,43.1,28562,12:00 - 14:00,8
2024-05-18,Mumbai,Suburbs,43.6,47.8,31083,12:00 - 14:00,4
2024-05-18,Mumbai,Industrial,35.4,32.8,10055,12:00 - 14:00,2
2024-05-18,Mumbai,Residential,28.6,31.1,13619,12:00 - 14:00,2
2024-05-19,Mumbai,Downtown,20.6,40.2,30678,12:00 - 14:00,2
2024-05-19,Mumbai,Suburbs,42.6,36.8,30568,12:00 - 14:00,3
2024-05-19,Mumbai,Industrial,38.9,19.4,9606,12:00 - 14:00,1
2024-05-19,Mumbai,Residential,33.8,26.7,12706,12:00 - 14:00,1
2024-05-20,Mumbai,Downtown,14.0,92.1,56525,08:00 - 10:00,38
2024-05-20,Mumbai,Suburbs,40.5,44.7,26300,17:00 - 19:00,5
2024-05-20,Mumbai,Industrial,26.9,56.1,20175,08:00 - 10:00,8
2024-05-20,Mumbai,Residential,22.2,54.2,23650,17:00 - 19:00,8
2024-05-21,Mumbai,Downtown,11.3,89.2,58432,08:00 - 10:00,20
2024-05-21,Mumbai,Suburbs,43.4,35.1,25179,17:00 - 19:00,2
2024-05-21,Mumbai,Industrial,32.1,47.2,20882,08:00 - 10:00,3
2024-05-21,Mumbai,Residential,31.9,41.7,25029,17:00 - 19:00,5
2024-05-22,Mumbai,Downtown,15.8,86.9,62021,17:00 - 19:00,15
2024-05-22,Mumbai,Suburbs,44.5,42.7,28347,08:00 - 10:00,5
2024-05-22,Mumbai,Industrial,29.9,46.4,19872,17:00 - 19:00,3
2024-05-22,Mumbai,Residential,31.1,35.3,23119,08:00 - 10:00,3
2024-05-23,Mumbai,Downtown,10.0,99.0,61867,17:00 - 19:00,33
2024-05-23,Mumbai,Suburbs,35.3,49.3,28060,08:00 - 10:00,4
2024-05-23,Mumbai,Industrial,20.3,67.8,20093,08:00 - 10:00,7
2024-05-23,Mumbai,Residential,20.5,57.8,24221,08:00 - 10:00,6
2024-05-24,Mumbai,Downtown,10.1,95.4,59256,08:00 - 10:00,25
2024-05-24,Mumbai,Suburbs,41.5,45.2,27852,17:00 - 19:00,5
2024-05-24,Mumbai,Industrial,22.3,59.5,20239,08:00 - 10:00,5
2024-05-24,Mumbai,Residential,24.0,48.5,23048,08:00 - 10:00,4
2024-05-25,Mumbai,Downtown,20.4,56.1,29654,12:00 - 14:00,5
2024-05-25,Mumbai,Suburbs,38.3,51.0,28000,12:00 - 14:00,9
2024-05-25,Mumbai,Industrial,27.4,30.4,10486,12:00 - 14:00,2
2024-05-25,Mumbai,Residential,27.4,30.7,13182,12:00 - 14:00,2
2024-05-26,Mumbai,Downtown,18.0,52.5,30957,12:00 - 14:00,7
2024-05-26,Mumbai,Suburbs,42.0,33.6,30996,12:00 - 14:00,2
2024-05-26,Mumbai,Industrial,42.0,22.7,10865,12:00 - 14:00,1
2024-05-26,Mumbai,Residential,32.9,16.7,13473,12:00 - 14:00,1
2024-05-27,Mumbai,Downtown,15.4,92.7,60746,08:00 - 10:00,22
2024-05-27,Mumbai,Suburbs,48.3,31.1,26567,08:00 - 10:00,3
2024-05-27,Mumbai,Industrial,33.2,39.7,21646,17:00 - 19:00,3
2024-05-27,Mumbai,Residential,30.3,37.5,24476,08:00 - 10:00,3
2024-05-28,Mumbai,Downtown,11.0,94.0,58337,17:00 - 19:00,9
2024-05-28,Mumbai,Suburbs,46.9,32.5,24302,08:00 - 10:00,3
2024-05-28,Mumbai,Industrial,32.5,43.9,20228,17:00 - 19:00,3
2024-05-28,Mumbai,Residential,23.5,49.3,24755,17:00 - 19:00,3
2024-05-29,Mumbai,Downtown,10.0,89.1,60464,17:00 - 19:00,19
2024-05-29,Mumbai,Suburbs,44.2,38.4,28234,08:00 - 10:00,8
2024-05-29,Mumbai,Industrial,23.5,57.2,20431,08:00 - 10:00,7
2024-05-29,Mumbai,Residential,19.5,54.7,22950,08:00 - 10:00,8
2024-05-30,Mumbai,Downtown,17.4,94.0,65696,08:00 - 10:00,16
2024-05-30,Mumbai,Suburbs,42.8,41.9,29190,08:00 - 10:00,5
2024-05-30,Mumbai,Industrial,23.9,50.6,19796,08:00 - 10:00,4
2024-05-30,Mumbai,Residential,29.7,40.6,25004,17:00 - 19:00,4
2024-05-31,Mumbai,Downtown,10.0,98.5,58916,08:00 - 10:00,21
2024-05-31,Mumbai,Suburbs,43.7,41.5,26869,08:00 - 10:00,3
2024-05-31,Mumbai,Industrial,32.1,45.9,19298,08:00 - 10:00,4
2024-05-31,Mumbai,Residential,35.8,45.9,24860,17:00 - 19:00,4
2024-06-01,Mumbai,Downtown,19.0,51.3,33737,12:00 - 14:00,11
2024-06-01,Mumbai,Suburbs,44.3,42.1,30266,12:00 - 14:00,7
2024-06-01,Mumbai,Industrial,28.7,39.9,10654,12:00 - 14:00,3
2024-06-01,Mumbai,Residential,32.0,29.3,11348,12:00 - 14:00,1
2024-06-02,Mumbai,Downtown,14.5,63.2,30206,12:00 - 14:00,8
2024-06-02,Mumbai,Suburbs,32.1,50.5,30711,12:00 - 14:00,8
2024-06-02,Mumbai,Industrial,27.0,37.2,9785,12:00 - 14:00,2
2024-06-02,Mumbai,Residential,29.2,30.8,11874,12:00 - 14:00,3
2024-06-03,Mumbai,Downtown,10.0,99.0,62000,17:00 - 19:00,37
2024-06-03,Mumbai,Suburbs,26.0,74.6,25861,17:00 - 19:00,10
2024-06-03,Mumbai,Industrial,10.0,88.4,19187,08:00 - 10:00,7
2024-06-03,Mumbai,Residential,10.0,82.8,24190,08:00 - 10:00,9
2024-06-04,Mumbai,Downtown,14.0,83.3,63996,08:00 - 10:00,13
2024-06-04,Mumbai,Suburbs,47.2,33.2,25807,08:00 - 10:00,2
2024-06-04,Mumbai,Industrial,35.5,43.1,19506,17:00 - 19:00,3
2024-06-04,Mumbai,Residential,29.2,45.3,23047,17:00 - 19:00,3
2024-06-05,Mumbai,Downtown,13.0,90.7,60713,17:00 - 19:00,17
2024-06-05,Mumbai,Suburbs,52.7,32.4,28422,17:00 - 19:00,5
2024-06-05,Mumbai,Industrial,33.0,40.8,20128,08:00 - 10:00,3
2024-06-05,Mumbai,Residential,32.6,33.5,24988,08:00 - 10:00,3
2024-06-06,Mumbai,Downtown,15.1,86.6,60008,08:00 - 10:00,23
2024-06-06,Mumbai,Suburbs,47.5,32.0,26586,17:00 - 19:00,3
2024-06-06,Mumbai,Industrial,28.3,44.4,20950,08:00 - 10:00,4
2024-06-06,Mumbai,Residential,24.4,39.5,23363,17:00 - 19:00,4
2024-06-07,Mumbai,Downtown,14.7,88.5,60334,08:00 - 10:00,23
2024-06-07,Mumbai,Suburbs,41.7,36.9,27166,17:00 - 19:00,5
2024-06-07,Mumbai,Industrial,30.5,47.4,21151,08:00 - 10:00,3
2024-06-07,Mumbai,Residential,28.6,42.5,23798,08:00 - 10:00,3
2024-06-08,Mumbai,Downtown,18.5,45.8,30249,12:00 - 14:00,2
2024-06-08,Mumbai,Suburbs,41.7,38.5,29835,12:00 - 14:00,5
2024-06-08,Mumbai,Industrial,36.9,18.9,9525,12:00 - 14:00,1
2024-06-08,Mumbai,Residential,32.3,18.8,12271,12:00 - 14:00,1
2024-06-09,Mumbai,Downtown,10.0,49.1,28595,12:00 - 14:00,9
2024-06-09,Mumbai,Suburbs,41.2,53.0,30266,12:00 - 14:00,7
2024-06-09,Mumbai,Industrial,31.6,30.3,10051,12:00 - 14:00,2
2024-06-09,Mumbai,Residential,27.2,31.5,11909,12:00 - 14:00,1
2024-06-10,Mumbai,Downtown,10.7,92.7,62780,08:00 - 10:00,22
2024-06-10,Mumbai,Suburbs,48.8,34.9,27469,17:00 - 19:00,2
2024-06-10,Mumbai,Industrial,38.8,46.9,20632,08:00 - 10:00,2
2024-06-10,Mumbai,Residential,28.6,40.5,26037,08:00 - 10:00,5
2024-06-11,Mumbai,Downtown,12.7,82.7,63610,08:00 - 10:00,20
2024-06-11,Mumbai,Suburbs,43.0,29.9,27685,08:00 - 10:00,2
2024-06-11,Mumbai,Industrial,30.1,48.2,20654,08:00 - 10:00,5
2024-06-11,Mumbai,Residential,24.8,45.3,24323,17:00 - 19:00,3
2024-06-12,Mumbai,Downtown,12.8,88.4,59870,08:00 - 10:00,26
2024-06-12,Mumbai,Suburbs,47.7,39.5,25032,08:00 - 10:00,4
2024-06-12,Mumbai,Industrial,34.6,54.5,21588,17:00 - 19:00,6
2024-06-12,Mumbai,Residential,27.7,44.6,24444,17:00 - 19:00,5
2024-06-13,Mumbai,Downtown,14.0,90.1,61629,17:00 - 19:00,13
2024-06-13,Mumbai,Suburbs,45.9,36.7,25818,17:00 - 19:00,4
2024-06-13,Mumbai,Industrial,26.3,55.2,19259,08:00 - 10:00,2
2024-06-13,Mumbai,Residential,29.7,44.2,24351,17:00 - 19:00,5
2024-06-14,Mumbai,Downtown,11.2,92.9,59409,08:00 - 10:00,31
2024-06-14,Mumbai,Suburbs,50.9,29.3,27059,17:00 - 19:00,3
2024-06-14,Mumbai,Industrial,28.3,56.0,19599,08:00 - 10:00,6
2024-06-14,Mumbai,Residential,31.4,45.7,24138,17:00 - 19:00,8
2024-06-15,Mumbai,Downtown,20.8,55.5,29661,12:00 - 14:00,12
2024-06-15,Mumbai,Suburbs,37.5,46.0,29268,12:00 - 14:00,9
2024-06-15,Mumbai,Industrial,32.1,26.4,11026,12:00 - 14:00,2
2024-06-15,Mumbai,Residential,27.2,32.1,14003,12:00 - 14:00,3
2024-06-16,Mumbai,Downtown,22.8,35.5,26552,12:00 - 14:00,5
2024-06-16,Mumbai,Suburbs,46.5,43.2,31260,12:00 - 14:00,6
2024-06-16,Mumbai,Industrial,43.3,15.6,10988,12:00 - 14:00,1
2024-06-16,Mumbai,Residential,37.7,16.6,11141,12:00 - 14:00,1
2024-06-17,Mumbai,Downtown,11.1,90.0,62203,08:00 - 10:00,22
2024-06-17,Mumbai,Suburbs,47.3,32.8,27153,17:00 - 19:00,3
2024-06-17,Mumbai,Industrial,28.6,46.3,21351,08:00 - 10:00,3
2024-06-17,Mumbai,Residential,30.6,47.9,26077,17:00 - 19:00,5
2024-06-18,Mumbai,Downtown,10.9,83.6,66701,17:00 - 19:00,10
2024-06-18,Mumbai,Suburbs,43.7,31.8,26507,08:00 - 10:00,2
2024-06-18,Mumbai,Industrial,33.9,44.9,21108,08:00 - 10:00,2
