Date,City,District,Crime_Category,Arrest_Status,Case_Status
2024-03-04,Mumbai,District C,Assault,Arrested,Solved
2024-03-04,Mumbai,District B,Assault,Not Arrested,Active
2024-03-04,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-04,Mumbai,District C,Traffic Violation,Arrested,Solved
2024-03-05,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-05,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-05,Mumbai,District C,Theft,Arrested,Solved
2024-03-05,Mumbai,District B,Burglary,Not Arrested,Active
2024-03-05,Mumbai,District A,Assault,Not Arrested,Active
2024-03-06,Mumbai,District C,Vandalism,Not Arrested,Active
2024-03-06,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-06,Mumbai,District A,Assault,Not Arrested,Active
2024-03-06,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-06,Mumbai,District D,Theft,Not Arrested,Active
2024-03-06,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-06,Mumbai,District A,Theft,Arrested,Solved
2024-03-07,Mumbai,District B,Theft,Not Arrested,Solved
2024-03-07,Mumbai,District A,Vandalism,Not Arrested,Solved
2024-03-07,Mumbai,District C,Theft,Not Arrested,Solved
2024-03-07,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-07,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-07,Mumbai,District C,Assault,Arrested,Solved
2024-03-07,Mumbai,District A,Theft,Arrested,Solved
2024-03-07,Mumbai,District D,Theft,Not Arrested,Active
2024-03-08,Mumbai,District A,Assault,Not Arrested,Active
2024-03-08,Mumbai,District A,Theft,Not Arrested,Active
2024-03-08,Mumbai,District A,Theft,Not Arrested,Active
2024-03-08,Mumbai,District A,Theft,Not Arrested,Active
2024-03-08,Mumbai,District B,Traffic Violation,Not Arrested,Active
2024-03-08,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-08,Mumbai,District A,Theft,Not Arrested,Solved
2024-03-08,Mumbai,District B,Assault,Not Arrested,Active
2024-03-08,Mumbai,District A,Assault,Arrested,Solved
2024-03-08,Mumbai,District C,Theft,Not Arrested,Active
2024-03-09,Mumbai,District D,Vandalism,Not Arrested,Active
2024-03-09,Mumbai,District A,Assault,Arrested,Solved
2024-03-09,Mumbai,District B,Vandalism,Arrested,Solved
2024-03-09,Mumbai,District D,Assault,Arrested,Solved
2024-03-09,Mumbai,District C,Traffic Violation,Arrested,Solved
2024-03-09,Mumbai,District B,Assault,Arrested,Solved
2024-03-09,Mumbai,District A,Theft,Not Arrested,Active
2024-03-09,Mumbai,District A,Theft,Not Arrested,Active
2024-03-09,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-09,Mumbai,District A,Theft,Not Arrested,Active
2024-03-09,Mumbai,District C,Theft,Not Arrested,Active
2024-03-10,Mumbai,District A,Theft,Not Arrested,Active
2024-03-10,Mumbai,District A,Theft,Not Arrested,Active
2024-03-10,Mumbai,District B,Burglary,Not Arrested,Active
2024-03-10,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-10,Mumbai,District C,Theft,Arrested,Solved
2024-03-11,Mumbai,District A,Assault,Not Arrested,Active
2024-03-11,Mumbai,District D,Assault,Arrested,Solved
2024-03-11,Mumbai,District B,Theft,Not Arrested,Active
2024-03-11,Mumbai,District C,Theft,Not Arrested,Active
2024-03-11,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-11,Mumbai,District C,Theft,Arrested,Solved
2024-03-11,Mumbai,District A,Burglary,Arrested,Solved
2024-03-11,Mumbai,District B,Burglary,Not Arrested,Active
2024-03-12,Mumbai,District D,Theft,Not Arrested,Active
2024-03-12,Mumbai,District A,Theft,Not Arrested,Solved
2024-03-12,Mumbai,District A,Theft,Not Arrested,Solved
2024-03-12,Mumbai,District C,Burglary,Arrested,Solved
2024-03-13,Mumbai,District A,Assault,Not Arrested,Active
2024-03-13,Mumbai,District A,Assault,Arrested,Solved
2024-03-13,Mumbai,District A,Theft,Not Arrested,Active
2024-03-13,Mumbai,District D,Theft,Not Arrested,Active
2024-03-13,Mumbai,District A,Vandalism,Not Arrested,Solved
2024-03-13,Mumbai,District C,Theft,Not Arrested,Active
2024-03-14,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-14,Mumbai,District C,Assault,Arrested,Solved
2024-03-15,Mumbai,District B,Theft,Arrested,Solved
2024-03-15,Mumbai,District C,Theft,Not Arrested,Active
2024-03-15,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-15,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-15,Mumbai,District B,Theft,Not Arrested,Active
2024-03-16,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-16,Mumbai,District B,Theft,Not Arrested,Active
2024-03-16,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-16,Mumbai,District B,Theft,Not Arrested,Active
2024-03-16,Mumbai,District C,Assault,Not Arrested,Active
2024-03-16,Mumbai,District B,Theft,Not Arrested,Solved
2024-03-16,Mumbai,District B,Theft,Not Arrested,Active
2024-03-16,Mumbai,District C,Theft,Not Arrested,Active
2024-03-17,Mumbai,District A,Vandalism,Arrested,Solved
2024-03-17,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-17,Mumbai,District B,Burglary,Not Arrested,Active
2024-03-17,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-17,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-17,Mumbai,District A,Theft,Arrested,Solved
2024-03-17,Mumbai,District A,Assault,Arrested,Solved
2024-03-17,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-17,Mumbai,District A,Theft,Not Arrested,Active
2024-03-17,Mumbai,District B,Theft,Not Arrested,Active
2024-03-17,Mumbai,District D,Burglary,Not Arrested,Active
2024-03-17,Mumbai,District D,Assault,Arrested,Solved
2024-03-17,Mumbai,District B,Theft,Not Arrested,Active
2024-03-17,Mumbai,District B,Assault,Arrested,Solved
2024-03-17,Mumbai,District C,Assault,Not Arrested,Active
2024-03-18,Mumbai,District C,Traffic Violation,Arrested,Solved
2024-03-18,Mumbai,District A,Theft,Not Arrested,Active
2024-03-18,Mumbai,District A,Theft,Not Arrested,Active
2024-03-19,Mumbai,District B,Assault,Not Arrested,Active
2024-03-19,Mumbai,District A,Theft,Not Arrested,Active
2024-03-19,Mumbai,District A,Theft,Not Arrested,Active
2024-03-19,Mumbai,District D,Vandalism,Not Arrested,Active
2024-03-19,Mumbai,District B,Vandalism,Arrested,Solved
2024-03-19,Mumbai,District D,Theft,Arrested,Solved
2024-03-19,Mumbai,District C,Theft,Not Arrested,Active
2024-03-20,Mumbai,District A,Theft,Arrested,Solved
2024-03-20,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-21,Mumbai,District B,Theft,Not Arrested,Active
2024-03-21,Mumbai,District A,Theft,Not Arrested,Active
2024-03-21,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-21,Mumbai,District C,Traffic Violation,Arrested,Solved
2024-03-21,Mumbai,District B,Burglary,Not Arrested,Active
2024-03-21,Mumbai,District B,Theft,Not Arrested,Active
2024-03-21,Mumbai,District B,Assault,Arrested,Solved
2024-03-22,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-22,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-22,Mumbai,District D,Theft,Not Arrested,Active
2024-03-22,Mumbai,District A,Theft,Not Arrested,Active
2024-03-22,Mumbai,District C,Theft,Not Arrested,Active
2024-03-22,Mumbai,District A,Theft,Not Arrested,Active
2024-03-23,Mumbai,District C,Vandalism,Not Arrested,Active
2024-03-23,Mumbai,District B,Theft,Not Arrested,Active
2024-03-23,Mumbai,District C,Burglary,Not Arrested,Active
2024-03-23,Mumbai,District B,Theft,Not Arrested,Active
2024-03-23,Mumbai,District D,Assault,Not Arrested,Active
2024-03-23,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-23,Mumbai,District D,Assault,Not Arrested,Active
2024-03-23,Mumbai,District A,Theft,Not Arrested,Active
2024-03-23,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-23,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-23,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-24,Mumbai,District B,Theft,Not Arrested,Active
2024-03-24,Mumbai,District C,Traffic Violation,Arrested,Solved
2024-03-24,Mumbai,District B,Assault,Arrested,Solved
2024-03-24,Mumbai,District B,Theft,Not Arrested,Solved
2024-03-24,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-24,Mumbai,District B,Theft,Not Arrested,Active
2024-03-24,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-24,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-24,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-24,Mumbai,District C,Vandalism,Not Arrested,Active
2024-03-24,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-24,Mumbai,District A,Theft,Not Arrested,Active
2024-03-24,Mumbai,District B,Theft,Arrested,Solved
2024-03-24,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-24,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-24,Mumbai,District C,Theft,Not Arrested,Active
2024-03-24,Mumbai,District A,Assault,Arrested,Solved
2024-03-24,Mumbai,District D,Burglary,Arrested,Solved
2024-03-24,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-25,Mumbai,District A,Assault,Not Arrested,Active
2024-03-25,Mumbai,District D,Vandalism,Arrested,Solved
2024-03-25,Mumbai,District D,Burglary,Not Arrested,Active
2024-03-25,Mumbai,District D,Theft,Arrested,Solved
2024-03-25,Mumbai,District A,Theft,Not Arrested,Solved
2024-03-25,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-26,Mumbai,District C,Theft,Arrested,Solved
2024-03-26,Mumbai,District C,Burglary,Arrested,Solved
2024-03-26,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-26,Mumbai,District A,Vandalism,Not Arrested,Active
2024-03-26,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-26,Mumbai,District C,Theft,Not Arrested,Active
2024-03-26,Mumbai,District B,Assault,Arrested,Solved
2024-03-27,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-27,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-27,Mumbai,District D,Theft,Not Arrested,Active
2024-03-27,Mumbai,District D,Traffic Violation,Arrested,Solved
2024-03-27,Mumbai,District A,Theft,Not Arrested,Active
2024-03-27,Mumbai,District B,Vandalism,Arrested,Solved
2024-03-27,Mumbai,District A,Theft,Arrested,Solved
2024-03-27,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-27,Mumbai,District B,Theft,Not Arrested,Solved
2024-03-27,Mumbai,District D,Traffic Violation,Arrested,Solved
2024-03-27,Mumbai,District A,Theft,Not Arrested,Active
2024-03-28,Mumbai,District C,Assault,Not Arrested,Active
2024-03-28,Mumbai,District A,Burglary,Not Arrested,Solved
2024-03-28,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-03-28,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-29,Mumbai,District A,Theft,Not Arrested,Active
2024-03-29,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-29,Mumbai,District C,Theft,Not Arrested,Active
2024-03-29,Mumbai,District D,Theft,Not Arrested,Active
2024-03-29,Mumbai,District B,Theft,Not Arrested,Active
2024-03-29,Mumbai,District D,Vandalism,Not Arrested,Active
2024-03-29,Mumbai,District C,Theft,Not Arrested,Active
2024-03-29,Mumbai,District A,Theft,Not Arrested,Active
2024-03-29,Mumbai,District B,Assault,Not Arrested,Active
2024-03-29,Mumbai,District A,Assault,Arrested,Solved
2024-03-29,Mumbai,District A,Burglary,Not Arrested,Active
2024-03-29,Mumbai,District B,Burglary,Not Arrested,Active
2024-03-30,Mumbai,District C,Vandalism,Not Arrested,Active
2024-03-30,Mumbai,District D,Assault,Arrested,Solved
2024-03-30,Mumbai,District C,Assault,Arrested,Solved
2024-03-30,Mumbai,District C,Traffic Violation,Arrested,Solved
2024-03-30,Mumbai,District D,Assault,Not Arrested,Active
2024-03-30,Mumbai,District A,Theft,Not Arrested,Active
2024-03-31,Mumbai,District B,Burglary,Arrested,Solved
2024-03-31,Mumbai,District B,Theft,Not Arrested,Active
2024-03-31,Mumbai,District C,Burglary,Not Arrested,Active
2024-03-31,Mumbai,District B,Vandalism,Not Arrested,Active
2024-03-31,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-03-31,Mumbai,District A,Vandalism,Arrested,Solved
2024-03-31,Mumbai,District A,Assault,Arrested,Solved
2024-03-31,Mumbai,District C,Theft,Arrested,Solved
2024-03-31,Mumbai,District D,Assault,Not Arrested,Active
2024-03-31,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-04-01,Mumbai,District A,Theft,Not Arrested,Solved
2024-04-01,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-04-01,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-01,Mumbai,District A,Theft,Arrested,Solved
2024-04-01,Mumbai,District B,Burglary,Not Arrested,Active
2024-04-01,Mumbai,District A,Theft,Not Arrested,Active
2024-04-02,Mumbai,District D,Theft,Not Arrested,Active
2024-04-02,Mumbai,District B,Assault,Arrested,Solved
2024-04-02,Mumbai,District B,Burglary,Not Arrested,Active
2024-04-02,Mumbai,District C,Burglary,Arrested,Solved
2024-04-02,Mumbai,District C,Vandalism,Not Arrested,Active
2024-04-02,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-02,Mumbai,District C,Theft,Arrested,Solved
2024-04-03,Mumbai,District B,Theft,Not Arrested,Active
2024-04-03,Mumbai,District C,Theft,Not Arrested,Active
2024-04-03,Mumbai,District C,Burglary,Arrested,Solved
2024-04-03,Mumbai,District A,Vandalism,Not Arrested,Active
2024-04-03,Mumbai,District B,Assault,Not Arrested,Active
2024-04-03,Mumbai,District A,Theft,Not Arrested,Active
2024-04-03,Mumbai,District B,Assault,Not Arrested,Active
2024-04-04,Mumbai,District D,Theft,Not Arrested,Active
2024-04-04,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-04-04,Mumbai,District C,Assault,Arrested,Solved
2024-04-04,Mumbai,District B,Burglary,Arrested,Solved
2024-04-04,Mumbai,District A,Theft,Not Arrested,Active
2024-04-04,Mumbai,District A,Assault,Arrested,Solved
2024-04-04,Mumbai,District C,Theft,Not Arrested,Solved
2024-04-05,Mumbai,District B,Vandalism,Not Arrested,Active
2024-04-05,Mumbai,District C,Assault,Not Arrested,Active
2024-04-05,Mumbai,District A,Traffic Violation,Arrested,Solved
2024-04-05,Mumbai,District C,Theft,Not Arrested,Active
2024-04-05,Mumbai,District B,Theft,Not Arrested,Solved
2024-04-05,Mumbai,District B,Theft,Not Arrested,Active
2024-04-05,Mumbai,District A,Vandalism,Not Arrested,Active
2024-04-06,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-06,Mumbai,District B,Vandalism,Arrested,Solved
2024-04-06,Mumbai,District A,Theft,Not Arrested,Active
2024-04-06,Mumbai,District D,Traffic Violation,Arrested,Solved
2024-04-06,Mumbai,District C,Theft,Not Arrested,Solved
2024-04-06,Mumbai,District B,Assault,Arrested,Solved
2024-04-06,Mumbai,District D,Burglary,Arrested,Solved
2024-04-06,Mumbai,District A,Assault,Arrested,Solved
2024-04-07,Mumbai,District C,Theft,Not Arrested,Active
2024-04-07,Mumbai,District C,Theft,Arrested,Solved
2024-04-07,Mumbai,District C,Vandalism,Arrested,Solved
2024-04-07,Mumbai,District A,Burglary,Arrested,Solved
2024-04-07,Mumbai,District D,Theft,Not Arrested,Solved
2024-04-07,Mumbai,District A,Theft,Not Arrested,Active
2024-04-07,Mumbai,District C,Assault,Arrested,Solved
2024-04-07,Mumbai,District A,Vandalism,Not Arrested,Active
2024-04-08,Mumbai,District D,Theft,Not Arrested,Active
2024-04-08,Mumbai,District A,Vandalism,Not Arrested,Active
2024-04-08,Mumbai,District B,Theft,Not Arrested,Active
2024-04-08,Mumbai,District C,Traffic Violation,Arrested,Solved
2024-04-08,Mumbai,District A,Theft,Not Arrested,Active
2024-04-08,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-04-08,Mumbai,District B,Vandalism,Not Arrested,Active
2024-04-08,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-09,Mumbai,District B,Theft,Arrested,Solved
2024-04-09,Mumbai,District B,Burglary,Not Arrested,Active
2024-04-09,Mumbai,District C,Burglary,Arrested,Solved
2024-04-09,Mumbai,District D,Burglary,Not Arrested,Active
2024-04-09,Mumbai,District A,Assault,Arrested,Solved
2024-04-09,Mumbai,District C,Vandalism,Not Arrested,Solved
2024-04-09,Mumbai,District B,Theft,Not Arrested,Active
2024-04-09,Mumbai,District B,Burglary,Not Arrested,Active
2024-04-09,Mumbai,District A,Assault,Arrested,Solved
2024-04-09,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-09,Mumbai,District D,Theft,Not Arrested,Solved
2024-04-09,Mumbai,District D,Theft,Arrested,Solved
2024-04-09,Mumbai,District B,Theft,Not Arrested,Active
2024-04-10,Mumbai,District B,Burglary,Not Arrested,Active
2024-04-10,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-04-10,Mumbai,District A,Theft,Not Arrested,Active
2024-04-10,Mumbai,District B,Theft,Not Arrested,Active
2024-04-10,Mumbai,District A,Theft,Not Arrested,Active
2024-04-10,Mumbai,District D,Theft,Arrested,Solved
2024-04-10,Mumbai,District A,Theft,Not Arrested,Active
2024-04-10,Mumbai,District C,Assault,Arrested,Solved
2024-04-10,Mumbai,District B,Assault,Arrested,Solved
2024-04-10,Mumbai,District A,Theft,Not Arrested,Active
2024-04-11,Mumbai,District B,Theft,Arrested,Solved
2024-04-11,Mumbai,District A,Vandalism,Not Arrested,Active
2024-04-11,Mumbai,District D,Theft,Not Arrested,Active
2024-04-11,Mumbai,District B,Theft,Not Arrested,Active
2024-04-11,Mumbai,District D,Theft,Not Arrested,Active
2024-04-11,Mumbai,District C,Traffic Violation,Not Arrested,Active
2024-04-11,Mumbai,District A,Theft,Not Arrested,Active
2024-04-11,Mumbai,District B,Assault,Arrested,Solved
2024-04-12,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-12,Mumbai,District B,Theft,Not Arrested,Active
2024-04-12,Mumbai,District B,Theft,Not Arrested,Active
2024-04-12,Mumbai,District C,Theft,Not Arrested,Active
2024-04-12,Mumbai,District C,Assault,Arrested,Solved
2024-04-12,Mumbai,District B,Theft,Not Arrested,Active
2024-04-12,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-12,Mumbai,District B,Theft,Not Arrested,Active
2024-04-12,Mumbai,District A,Assault,Arrested,Solved
2024-04-12,Mumbai,District B,Theft,Not Arrested,Active
2024-04-12,Mumbai,District D,Theft,Not Arrested,Active
2024-04-12,Mumbai,District C,Burglary,Not Arrested,Active
2024-04-12,Mumbai,District A,Burglary,Not Arrested,Active
2024-04-12,Mumbai,District A,Assault,Not Arrested,Active
2024-04-12,Mumbai,District A,Burglary,Arrested,Solved
2024-04-12,Mumbai,District A,Theft,Not Arrested,Active
2024-04-13,Mumbai,District A,Theft,Not Arrested,Active
2024-04-13,Mumbai,District A,Traffic Violation,Not Arrested,Active
2024-04-13,Mumbai,District A,Assault,Arrested,Solved
2024-04-13,Mumbai,District B,Theft,Not Arrested,Active
2024-04-13,Mumbai,District A,Assault,Not Arrested,Active
2024-04-13,Mumbai,District A,Theft,Not Arrested,Active
2024-04-13,Mumbai,District B,Assault,Arrested,Solved
2024-04-14,Mumbai,District A,Assault,Arrested,Solved
2024-04-14,Mumbai,District B,Burglary,Not Arrested,Active
2024-04-14,Mumbai,District A,Theft,Not Arrested,Active
2024-04-14,Mumbai,District B,Traffic Violation,Arrested,Solved
2024-04-14,Mumbai,District C,Theft,Not Arrested,Active
2024-04-14,Mumbai,District C,Theft,Arrested,Solved
2024-04-14,Mumbai,District A,Theft,Not Arrested,Active
2024-04-15,Mumbai,District A,Theft,Not Arrested,Solved
2024-04-15,Mumbai,District D,Theft,Not Arrested,Active
2024-04-15,Mumbai,District A,Vandalism,Arrested,Solved
2024-04-15,Mumbai,District B,Theft,Not Arrested,Active
2024-04-15,Mumbai,District A,Vandalism,Not Arrested,Active
2024-04-15,Mumbai,District A,Theft,Not Arrested,Active
2024-04-16,Mumbai,District C,Assault,Arrested,Solved
2024-04-16,Mumbai,District A,Assault,Arrested,Solved
2024-04-16,Mumbai,District B,Theft,Arrested,Solved
2024-04-16,Mumbai,District B,Vandalism,Not Arrested,Active
2024-04-17,Mumbai,District A,Theft,Not Arrested,Active
2024-04-17,Mumbai,District C,Vandalism,Not Arrested,Solved
2024-04-17,Mumbai,District C,Theft,Not Arrested,Active
2024-04-17,Mumbai,District A,Vandalism,Not Arrested,Active
2024-04-17,Mumbai,District B,Assault,Arrested,Solved
2024-04-17,Mumbai,District A,Vandalism,Not Arrested,Active
