Date,City,Daily_Passengers,Bus_Utilization,Metro_Ridership,Average_Delay,Route_Efficiency
2025-11-11,Bengaluru,82202,62.1,49321,14.1,82.2
2025-11-12,Bengaluru,89631,72.2,53778,15.2,84.9
2025-11-13,Bengaluru,88825,66.1,53295,14.3,85.4
2025-11-14,Bengaluru,92180,58.9,55308,16.8,80.3
2025-11-15,Bengaluru,51327,68.1,30796,9.4,85.7
2025-11-16,Bengaluru,47677,73.8,28606,8.0,87.7
2025-11-17,Bengaluru,88545,62.4,53127,16.2,83.2
2025-11-18,Bengaluru,86269,51.0,56074,32.8,66.6
2025-11-19,Bengaluru,94365,53.5,61337,19.4,80.9
2025-11-20,Bengaluru,87384,60.1,52430,16.9,85.5
2025-11-21,Bengaluru,88673,71.0,53203,12.7,88.1
2025-11-22,Bengaluru,52541,58.9,31524,11.9,86.5
2025-11-23,Bengaluru,48488,62.1,29092,8.7,89.8
2025-11-24,Bengaluru,92999,68.6,55799,17.3,85.0
2025-11-25,Bengaluru,92211,64.5,55326,12.1,85.1
2025-11-26,Bengaluru,86577,68.3,51946,16.5,84.1
2025-11-27,Bengaluru,86758,52.8,52054,13.5,86.1
2025-11-28,Bengaluru,91436,66.6,54861,12.2,84.7
2025-11-29,Bengaluru,50515,67.0,30309,10.4,86.3
2025-11-30,Bengaluru,47648,66.3,28588,7.8,87.6
2025-12-01,Bengaluru,90593,63.0,54355,15.0,82.1
2025-12-02,Bengaluru,89419,69.0,53651,16.3,84.1
2025-12-03,Bengaluru,84557,66.6,50734,13.6,83.7
2025-12-04,Bengaluru,87915,69.0,52749,14.5,84.2
2025-12-05,Bengaluru,88300,59.5,57395,18.4,82.3
2025-12-06,Bengaluru,51297,74.9,30778,7.8,84.8
2025-12-07,Bengaluru,50464,59.2,32801,13.5,85.3
2025-12-08,Bengaluru,93108,67.6,55864,15.1,81.6
2025-12-09,Bengaluru,90121,56.2,54072,11.4,83.2
2025-12-10,Bengaluru,88191,73.0,52914,14.0,81.7
2025-12-11,Bengaluru,88167,62.4,52900,14.6,85.5
2025-12-12,Bengaluru,89310,59.2,53586,13.0,84.7
2025-12-13,Bengaluru,45385,60.9,27231,13.0,88.3
2025-12-14,Bengaluru,49054,65.7,29432,6.3,88.6
2025-12-15,Bengaluru,86860,66.1,52116,11.2,83.8
2025-12-16,Bengaluru,88859,62.5,53315,13.9,82.7
2025-12-17,Bengaluru,87410,68.3,52446,12.7,82.9
2025-12-18,Bengaluru,87512,71.0,52507,14.2,78.9
2025-12-19,Bengaluru,86813,68.1,52087,16.9,82.1
2025-12-20,Bengaluru,48933,62.3,29359,9.3,85.6
2025-12-21,Bengaluru,57148,58.6,34288,9.4,85.8
2025-12-22,Bengaluru,86291,65.2,51774,13.9,83.2
2025-12-23,Bengaluru,92330,65.2,55398,13.3,82.2
2025-12-24,Bengaluru,91908,68.5,55144,13.2,81.9
2025-12-25,Bengaluru,88749,63.5,53249,15.0,83.5
2025-12-26,Bengaluru,92289,60.8,55373,11.9,84.8
2025-12-27,Bengaluru,51265,60.8,30759,11.3,85.9
2025-12-28,Bengaluru,46809,70.2,28085,9.4,89.3
2025-12-29,Bengaluru,85620,64.2,51372,19.0,82.2
2025-12-30,Bengaluru,88396,65.2,53037,14.5,81.0
2025-12-31,Bengaluru,88917,66.1,53350,15.0,80.1
2026-01-01,Bengaluru,88938,53.8,53362,15.0,83.9
2026-01-02,Bengaluru,90358,72.2,54214,9.9,86.8
2026-01-03,Bengaluru,50958,76.0,30574,9.5,86.4
2026-01-04,Bengaluru,52603,57.9,31561,11.4,91.4
2026-01-05,Bengaluru,90682,64.9,54409,14.0,86.1
2026-01-06,Bengaluru,86160,59.5,51696,13.4,85.3
2026-01-07,Bengaluru,85260,57.8,51156,15.9,83.9
2026-01-08,Bengaluru,90047,71.4,54028,14.9,80.6
2026-01-09,Bengaluru,88088,61.0,52852,14.9,80.1
2026-01-10,Bengaluru,47999,68.7,28799,10.8,85.9
2026-01-11,Bengaluru,46654,63.7,27992,7.4,85.4
2026-01-12,Bengaluru,90703,67.9,54421,14.2,85.6
2026-01-13,Bengaluru,87308,64.3,52384,13.4,86.0
2026-01-14,Bengaluru,88711,59.3,53226,15.9,83.7
2026-01-15,Bengaluru,99650,58.8,59790,12.2,85.5
2026-01-16,Bengaluru,87741,61.8,52644,16.4,81.1
2026-01-17,Bengaluru,51121,63.6,30672,9.6,86.9
2026-01-18,Bengaluru,46296,62.7,27777,8.4,88.9
2026-01-19,Bengaluru,86356,66.8,51813,13.2,85.9
2026-01-20,Bengaluru,91346,63.2,54807,14.7,82.2
2026-01-21,Bengaluru,90081,73.4,54048,12.4,88.2
2026-01-22,Bengaluru,90225,73.1,54135,19.2,77.6
2026-01-23,Bengaluru,91329,54.0,54797,14.3,82.5
2026-01-24,Bengaluru,53201,72.2,31920,8.2,91.2
2026-01-25,Bengaluru,51570,56.5,30942,6.9,92.5
2026-01-26,Bengaluru,87603,63.5,52561,12.2,85.0
2026-01-27,Bengaluru,89807,62.5,58374,24.0,73.5
2026-01-28,Bengaluru,92375,55.7,55425,13.6,85.8
2026-01-29,Bengaluru,87681,65.6,52608,16.5,80.2
2026-01-30,Bengaluru,86886,64.8,52131,14.6,83.4
2026-01-31,Bengaluru,49310,67.9,29586,7.8,88.9
2026-02-01,Bengaluru,47639,55.9,28583,7.7,89.5
2026-02-02,Bengaluru,88047,63.4,52828,16.3,77.9
2026-02-03,Bengaluru,96853,73.2,58111,16.3,82.4
2026-02-04,Bengaluru,89304,61.6,53582,14.7,84.9
2026-02-05,Bengaluru,87197,60.9,52318,19.1,81.7
2026-02-06,Bengaluru,88856,62.5,53313,13.2,84.0
2026-02-07,Bengaluru,52040,63.9,31224,9.5,88.7
2026-02-08,Bengaluru,51539,60.3,33500,11.9,82.6
2026-02-09,Bengaluru,93333,69.3,55999,13.9,82.7
2026-02-10,Bengaluru,93481,64.0,56088,15.7,79.1
2026-02-11,Bengaluru,89323,73.3,53593,12.4,84.8
2026-02-12,Bengaluru,91608,67.6,54964,17.0,78.6
2026-02-13,Bengaluru,92636,68.5,55581,15.5,79.3
2026-02-14,Bengaluru,53443,61.5,32065,6.6,89.1
2026-02-15,Bengaluru,47232,64.7,28339,9.5,89.6
2026-02-16,Bengaluru,91617,60.6,59551,18.8,79.6
2026-02-17,Bengaluru,87847,60.8,52708,15.1,82.8
2026-02-18,Bengaluru,90073,65.6,54043,15.8,83.5
2026-02-19,Bengaluru,91412,63.9,54847,12.5,81.7
2026-02-20,Bengaluru,93057,67.7,55834,14.7,81.8
2026-02-21,Bengaluru,53699,68.0,32219,9.7,88.4
2026-02-22,Bengaluru,49674,51.3,32288,15.6,82.8
2026-02-23,Bengaluru,93879,66.4,56327,13.9,82.1
2026-02-24,Bengaluru,92263,70.9,55357,13.9,83.3
2026-02-25,Bengaluru,90360,51.0,58734,22.1,77.6
2026-02-26,Bengaluru,93840,67.1,56304,11.6,84.5
2026-02-27,Bengaluru,88789,57.0,57712,18.4,80.0
2026-02-28,Bengaluru,49143,59.8,29485,9.8,89.4
2026-03-01,Bengaluru,46389,67.1,27833,9.2,87.5
2026-03-02,Bengaluru,92359,60.1,60033,22.4,74.2
2026-03-03,Bengaluru,90428,62.9,54256,15.5,82.8
2026-03-04,Bengaluru,92357,62.8,55414,15.9,80.5
2026-03-05,Bengaluru,90278,70.4,54166,14.9,84.5
2026-03-06,Bengaluru,92913,67.5,55747,16.1,80.5
2026-03-07,Bengaluru,49640,64.6,29784,8.2,88.2
2026-03-08,Bengaluru,50198,70.5,30118,10.4,89.8
2026-03-09,Bengaluru,89364,49.5,53618,14.7,79.0
2026-03-10,Bengaluru,89413,64.3,53647,14.2,85.6
2026-03-11,Bengaluru,92261,67.9,55356,14.4,83.7
2026-03-12,Bengaluru,91853,61.8,55111,14.4,82.9
2026-03-13,Bengaluru,92070,60.6,55242,15.4,82.5
2026-03-14,Bengaluru,52444,63.9,31466,6.9,90.2
2026-03-15,Bengaluru,49852,56.1,32403,23.7,74.7
2026-03-16,Bengaluru,90083,61.3,54049,16.5,79.6
2026-03-17,Bengaluru,92060,58.6,55236,16.0,85.1
2026-03-18,Bengaluru,93991,60.9,56394,17.6,81.8
2026-03-19,Bengaluru,87609,59.5,52565,13.4,86.6
2026-03-20,Bengaluru,89150,64.3,53490,14.8,85.8
2026-03-21,Bengaluru,49004,60.6,29402,7.7,92.1
2026-03-22,Bengaluru,50305,70.3,30183,10.3,85.0
2026-03-23,Bengaluru,92061,55.2,55236,13.1,85.4
2026-03-24,Bengaluru,93386,74.1,56031,14.1,81.6
2026-03-25,Bengaluru,85932,62.5,51559,18.6,82.4
2026-03-26,Bengaluru,93796,61.6,56277,14.3,84.3
2026-03-27,Bengaluru,93054,58.9,55832,15.6,81.4
2026-03-28,Bengaluru,46348,70.2,27808,9.5,87.8
2026-03-29,Bengaluru,48125,70.5,28875,7.4,86.6
2026-03-30,Bengaluru,88414,65.2,53048,14.6,82.7
2026-03-31,Bengaluru,93385,62.1,56031,15.0,78.8
2026-04-01,Bengaluru,90853,63.3,54511,11.5,85.8
2026-04-02,Bengaluru,88723,60.7,57669,18.6,79.3
2026-04-03,Bengaluru,87331,63.2,52398,16.3,81.3
2026-04-04,Bengaluru,44943,71.5,26965,10.7,86.0
2026-04-05,Bengaluru,50654,62.1,30392,11.1,87.5
2026-04-06,Bengaluru,88143,62.6,52885,13.6,84.5
2026-04-07,Bengaluru,92541,63.7,55524,13.7,80.4
2026-04-08,Bengaluru,95627,64.9,57376,13.8,83.9
2026-04-09,Bengaluru,89882,67.0,58423,17.2,81.7
2026-04-10,Bengaluru,90271,68.8,54162,12.0,83.5
2026-04-11,Bengaluru,54439,67.9,32663,13.0,82.6
2026-04-12,Bengaluru,49677,68.6,29806,13.1,87.1
2026-04-13,Bengaluru,93020,67.1,55812,13.8,85.2
2026-04-14,Bengaluru,93823,67.3,56293,16.2,86.8
2026-04-15,Bengaluru,90607,61.7,54364,13.5,85.5
2026-04-16,Bengaluru,91705,59.9,55023,15.1,84.7
2026-04-17,Bengaluru,90315,61.2,54189,13.7,82.7
2026-04-18,Bengaluru,49135,70.6,29481,10.9,84.2
2026-04-19,Bengaluru,43231,55.0,25938,9.0,87.6
2026-04-20,Bengaluru,89046,70.9,53427,17.1,87.5
2026-04-21,Bengaluru,91745,75.1,55047,15.7,81.9
2026-04-22,Bengaluru,84478,66.6,50686,14.6,83.3
2026-04-23,Bengaluru,87015,64.3,52209,15.1,81.6
2026-04-24,Bengaluru,87804,53.7,57072,17.7,81.2
2026-04-25,Bengaluru,53261,60.9,34619,26.2,73.6
2026-04-26,Bengaluru,46657,53.7,30327,13.2,84.1
2026-04-27,Bengaluru,89913,56.2,53947,15.4,84.1
2026-04-28,Bengaluru,84521,73.9,50712,15.1,83.4
2026-04-29,Bengaluru,93575,74.5,56145,13.2,85.3
2026-04-30,Bengaluru,91628,63.3,54976,12.3,84.7
2026-05-01,Bengaluru,91007,52.8,59154,20.3,83.1
2026-05-02,Bengaluru,52405,65.5,31443,7.9,90.4
2026-05-03,Bengaluru,48856,69.1,29313,8.0,83.8
2026-05-04,Bengaluru,88134,66.0,52880,13.4,84.5
2026-05-05,Bengaluru,93422,57.2,60724,20.5,77.3
2026-05-06,Bengaluru,87607,76.9,52564,11.7,84.1
2026-05-07,Bengaluru,94641,64.1,56784,11.8,84.1
2026-05-08,Bengaluru,89372,65.8,58091,27.3,74.7
2026-05-09,Bengaluru,52746,60.7,31647,9.0,88.5
2026-05-10,Bengaluru,49082,63.2,29449,8.4,87.9
2026-05-11,Bengaluru,83537,63.0,50122,12.8,82.6
2026-05-12,Bengaluru,91110,65.7,54666,14.0,89.7
2026-05-13,Bengaluru,94284,60.1,61284,16.6,83.0
2026-05-14,Bengaluru,87757,57.7,57042,32.2,68.4
2026-05-15,Bengaluru,92024,66.6,55214,16.8,79.2
2026-05-16,Bengaluru,47236,59.5,28341,8.7,92.7
2026-05-17,Bengaluru,43965,62.0,28577,18.4,84.9
2026-05-18,Bengaluru,86330,59.7,51798,14.4,84.8
2026-05-19,Bengaluru,86597,75.0,51958,13.0,85.3
2026-05-20,Bengaluru,88238,61.4,52942,15.1,85.6
2026-05-21,Bengaluru,89244,63.3,58008,19.9,77.3
2026-05-22,Bengaluru,91358,58.9,54814,15.8,82.3
2026-05-23,Bengaluru,51025,61.7,30615,9.1,88.7
2026-05-24,Bengaluru,47402,63.8,28441,10.8,86.3
2026-05-25,Bengaluru,90088,60.4,54052,14.4,86.4
2026-05-26,Bengaluru,89698,61.4,53818,12.3,85.9
2026-05-27,Bengaluru,91257,64.8,54754,14.0,80.4
2026-05-28,Bengaluru,90846,71.8,54507,11.3,87.6
2026-05-29,Bengaluru,89080,74.3,53448,12.2,86.6
2026-05-30,Bengaluru,51787,68.2,31072,9.5,84.4
2026-05-31,Bengaluru,46745,67.9,28047,10.9,86.3
2026-06-01,Bengaluru,90997,74.7,59148,29.6,72.7
2026-06-02,Bengaluru,90387,63.4,54232,17.1,82.8
2026-06-03,Bengaluru,85466,64.2,51279,14.6,84.2
2026-06-04,Bengaluru,87813,61.9,52687,12.8,85.7
2026-06-05,Bengaluru,86883,63.5,52129,18.4,81.0
2026-06-06,Bengaluru,45416,65.2,29520,12.4,86.3
2026-06-07,Bengaluru,50420,71.8,30252,8.0,89.7
2026-06-08,Bengaluru,90708,63.9,54424,13.2,82.9
2026-06-09,Bengaluru,91547,63.9,59505,22.9,74.9
2026-06-10,Bengaluru,92201,71.7,55320,13.5,84.2
2026-06-11,Bengaluru,96515,59.6,57909,13.3,85.7
2026-06-12,Bengaluru,92501,57.2,60125,27.0,74.6
2026-06-13,Bengaluru,50301,65.0,32695,14.2,84.4
2026-06-14,Bengaluru,46008,67.9,27604,6.6,87.0
2026-06-15,Bengaluru,89791,62.0,53874,17.8,79.9
2026-06-16,Bengaluru,94126,59.5,56475,11.8,86.3
2026-06-17,Bengaluru,91354,61.0,54812,14.6,83.9
2026-06-18,Bengaluru,99741,63.3,59844,16.1,79.2
2026-06-19,Bengaluru,88139,64.9,57290,21.0,75.9
2026-06-20,Bengaluru,49481,67.8,29688,10.5,83.5
2026-06-21,Bengaluru,51220,65.3,30732,11.2,84.8
2026-06-22,Bengaluru,91565,59.7,59517,21.7,77.2
2026-06-23,Bengaluru,93733,50.8,60926,28.1,71.7
2026-06-24,Bengaluru,95473,62.7,57283,15.3,81.6
2026-06-25,Bengaluru,88571,75.1,53142,14.6,84.6
2026-06-26,Bengaluru,87105,73.4,52263,13.5,82.1
2026-06-27,Bengaluru,44792,68.8,26875,12.3,85.4
2026-06-28,Bengaluru,49119,66.1,31927,11.6,88.3
2026-06-29,Bengaluru,85892,69.1,51535,13.0,86.6
2026-06-30,Bengaluru,90019,66.2,54011,16.9,84.1
2026-07-01,Bengaluru,90113,66.3,54067,14.0,86.0
2026-07-02,Bengaluru,95906,56.0,62338,17.8,77.9
2026-07-03,Bengaluru,87371,66.8,56791,20.2,78.4
2026-07-04,Bengaluru,51428,61.7,33428,23.4,75.6
2026-07-05,Bengaluru,49513,58.2,32183,16.0,83.1
2026-07-06,Bengaluru,88496,44.1,57522,21.1,77.1
2026-07-07,Bengaluru,88290,59.9,52974,18.3,79.3
2026-07-08,Bengaluru,90414,68.4,54248,16.2,84.5
2026-07-09,Bengaluru,86819,63.7,52091,12.3,85.4
2026-07-10,Bengaluru,92246,62.0,55347,14.8,88.1
2026-07-11,Bengaluru,47733,65.0,28639,5.7,91.3
2026-07-12,Bengaluru,47383,62.0,30798,21.1,75.9
2026-07-13,Bengaluru,93124,73.7,55874,16.5,84.1
2026-07-14,Bengaluru,89487,62.4,53692,17.4,78.1
2026-07-15,Bengaluru,90411,61.6,58767,24.4,76.1
2026-07-16,Bengaluru,96920,63.5,58152,13.9,86.8
2026-07-17,Bengaluru,92121,64.9,59878,19.6,79.3
2026-07-18,Bengaluru,48274,65.2,28964,9.1,86.6
2026-07-19,Bengaluru,47717,70.9,28630,8.8,85.5
2026-07-20,Bengaluru,87142,65.4,52285,17.7,80.7
2026-07-21,Bengaluru,94035,66.1,56421,14.6,83.6
2026-07-22,Bengaluru,93311,62.7,60652,34.7,70.5
2026-07-23,Bengaluru,85820,76.2,51492,14.4,82.4
2026-07-24,Bengaluru,91626,59.0,54975,14.0,83.8
2026-07-25,Bengaluru,50136,63.7,30081,7.4,87.7
2026-07-26,Bengaluru,48858,66.5,29314,10.1,88.3
2026-07-27,Bengaluru,95067,61.4,57040,12.0,84.2
2026-07-28,Bengaluru,89298,65.2,53578,15.6,83.2
2026-07-29,Bengaluru,85455,59.2,55545,17.6,79.7
2026-07-30,Bengaluru,87241,76.1,52344,14.1,81.1
2026-07-31,Bengaluru,95321,66.5,57192,14.7,86.8
2026-08-01,Bengaluru,50077,60.5,30046,8.3,89.7
2026-08-02,Bengaluru,49309,55.8,32050,18.5,79.2
2026-08-03,Bengaluru,85726,63.2,51435,10.2,87.1
2026-08-04,Bengaluru,93443,63.9,56065,16.3,81.4
2026-08-05,Bengaluru,93544,70.5,56126,15.0,81.6
2026-08-06,Bengaluru,90220,63.6,54132,14.0,82.5
2026-08-07,Bengaluru,93599,54.7,56159,15.9,83.3
2026-08-08,Bengaluru,47768,59.4,28660,9.4,87.8
2026-08-09,Bengaluru,51005,65.7,30603,8.8,88.4
2026-08-10,Bengaluru,89181,62.1,53508,16.3,84.2
2026-08-11,Bengaluru,90894,61.1,54536,15.0,83.3
2026-08-12,Bengaluru,93140,68.5,55884,16.7,83.2
2026-08-13,Bengaluru,93496,68.3,56097,11.8,85.3
2026-08-14,Bengaluru,93871,71.7,56322,14.8,80.1
2026-08-15,Bengaluru,48837,53.6,31744,21.6,78.0
2026-08-16,Bengaluru,58239,53.6,34943,11.1,84.6
2026-08-17,Bengaluru,91314,62.5,59354,19.2,80.9
2026-08-18,Bengaluru,85318,67.9,51190,15.1,83.0
2026-08-19,Bengaluru,90687,60.7,54412,15.1,86.4
2026-08-20,Bengaluru,86288,66.9,51772,13.2,81.2
2026-08-21,Bengaluru,86802,64.5,52081,15.2,83.1
2026-08-22,Bengaluru,47406,62.0,30813,14.9,86.9
2026-08-23,Bengaluru,46258,72.2,27754,7.5,89.7
2026-08-24,Bengaluru,95740,54.2,62231,21.6,73.6
2026-08-25,Bengaluru,88114,56.6,52868,15.4,85.0
2026-08-26,Bengaluru,88924,69.5,53354,15.6,81.9
2026-08-27,Bengaluru,86265,67.2,51759,15.3,81.6
2026-08-28,Bengaluru,94462,66.8,56677,16.1,84.4
2026-08-29,Bengaluru,52269,62.6,31361,11.5,84.5
2026-08-30,Bengaluru,51595,66.2,30957,8.0,86.9
2026-08-31,Bengaluru,93129,59.9,60533,27.6,76.6
2026-09-01,Bengaluru,89397,69.6,53638,15.4,86.7
2026-09-02,Bengaluru,93167,70.6,55900,15.0,83.4
2026-09-03,Bengaluru,87525,68.0,52515,15.2,84.5
2026-09-04,Bengaluru,93781,67.9,56268,13.0,85.1
2026-09-05,Bengaluru,48747,67.1,29248,8.8,88.0
2026-09-06,Bengaluru,51690,63.8,31014,10.4,88.5
2026-09-07,Bengaluru,90418,61.1,54250,15.7,82.5
2026-09-08,Bengaluru,88756,68.6,53253,16.4,83.2
2026-09-09,Bengaluru,88498,70.3,53098,14.7,83.5
2026-09-10,Bengaluru,92591,68.0,55554,16.2,82.3
2026-09-11,Bengaluru,93298,62.8,55978,13.9,86.6
2026-09-12,Bengaluru,49301,67.4,29580,10.3,86.3
2026-09-13,Bengaluru,46261,67.3,27756,7.9,85.7
2026-09-14,Bengaluru,90386,67.5,54231,13.5,81.6
2026-09-15,Bengaluru,89189,57.4,57972,27.4,75.4
2026-09-16,Bengaluru,87810,64.7,52686,17.6,77.1
2026-09-17,Bengaluru,94376,68.0,56625,13.6,86.0
2026-09-18,Bengaluru,92071,68.8,55242,15.1,83.7
2026-09-19,Bengaluru,50876,58.9,33069,18.5,83.4
2026-09-20,Bengaluru,52853,49.7,31711,11.4,85.0
2026-09-21,Bengaluru,90731,63.8,54438,12.6,86.5
2026-09-22,Bengaluru,89355,60.1,53613,15.1,83.6
2026-09-23,Bengaluru,87733,70.6,52639,14.0,82.5
2026-09-24,Bengaluru,90983,59.5,54589,16.2,78.1
2026-09-25,Bengaluru,90464,53.0,54278,17.0,81.9
2026-09-26,Bengaluru,49102,64.4,29461,7.3,91.9
2026-09-27,Bengaluru,52510,54.6,34131,13.1,87.0
2026-09-28,Bengaluru,89314,58.3,58054,24.3,76.5
2026-09-29,Bengaluru,93064,60.7,55838,15.3,85.0
2026-09-30,Bengaluru,91848,69.5,55108,16.8,82.5
2026-10-01,Bengaluru,89977,58.1,53986,13.1,82.3
2026-10-02,Bengaluru,90737,61.2,54442,12.9,82.6
2026-10-03,Bengaluru,48985,67.7,29391,8.1,85.3
2026-10-04,Bengaluru,45227,61.0,27136,10.9,85.5
2026-10-05,Bengaluru,86188,67.7,56022,20.5,79.8
2026-10-06,Bengaluru,90677,69.3,54406,18.2,79.7
2026-10-07,Bengaluru,93771,59.4,56262,14.4,82.0
2026-10-08,Bengaluru,88294,59.3,52976,13.8,85.2
2026-10-09,Bengaluru,89527,55.7,58192,34.0,68.6
2026-10-10,Bengaluru,52124,65.1,31274,9.9,87.6
2026-10-11,Bengaluru,54169,63.1,32501,15.0,82.7
2026-10-12,Bengaluru,88198,56.2,52918,16.0,82.6
2026-10-13,Bengaluru,89205,70.3,53523,12.6,84.6
2026-10-14,Bengaluru,87280,61.3,52368,11.5,89.0
2026-10-15,Bengaluru,93995,65.7,56397,14.8,83.2
2026-10-16,Bengaluru,88904,66.3,53342,16.8,82.5
2026-10-17,Bengaluru,51696,57.4,33602,25.7,74.4
2026-10-18,Bengaluru,50486,53.4,30291,8.8,88.4
2026-10-19,Bengaluru,89668,71.5,53800,16.5,82.6
2026-10-20,Bengaluru,91194,67.6,54716,14.8,84.4
2026-10-21,Bengaluru,91833,64.0,55099,14.3,80.8
2026-10-22,Bengaluru,86032,63.0,51619,12.1,85.5
2026-10-23,Bengaluru,92452,58.6,55471,14.2,83.8
2026-10-24,Bengaluru,43794,60.8,26276,12.3,84.3
2026-10-25,Bengaluru,49541,64.9,29724,10.2,87.1
2026-10-26,Bengaluru,92506,53.3,60128,16.5,83.1
2026-10-27,Bengaluru,86132,64.4,51679,14.3,82.4
2026-10-28,Bengaluru,89559,68.2,53735,15.1,82.8
2026-10-29,Bengaluru,90587,72.9,54352,16.1,79.7
2026-10-30,Bengaluru,88647,54.9,57620,19.2,79.1
2026-10-31,Bengaluru,47782,57.1,28669,9.6,90.6
2026-11-01,Bengaluru,52841,57.6,31704,10.4,85.6
2026-11-02,Bengaluru,88631,73.5,53178,12.7,83.3
2026-11-03,Bengaluru,85932,73.1,51559,13.5,86.4
2026-11-04,Bengaluru,92655,63.5,55593,15.9,81.9
2026-11-05,Bengaluru,87441,51.0,52464,14.9,84.2
2026-11-06,Bengaluru,84592,63.7,50755,14.2,84.3
2026-11-07,Bengaluru,50240,75.0,30144,11.7,81.3
2026-11-08,Bengaluru,53560,68.8,32136,7.6,85.6
2026-11-09,Bengaluru,93503,62.6,56101,13.9,83.5
2026-11-10,Bengaluru,95291,64.1,57174,13.0,85.6
2026-11-11,Bengaluru,91124,71.3,54674,16.6,83.7
2026-11-12,Bengaluru,86128,66.3,51676,12.5,81.8
2026-11-13,Bengaluru,92814,65.2,55688,14.4,84.4
2026-11-14,Bengaluru,53182,70.9,31909,10.4,86.1
2026-11-15,Bengaluru,50639,67.5,30383,10.8,86.3
2026-11-16,Bengaluru,92281,65.6,55368,14.5,84.5
2026-11-17,Bengaluru,96057,64.8,57634,18.5,78.5
2026-11-18,Bengaluru,91823,69.4,55093,13.9,84.6
2026-11-19,Bengaluru,87064,61.7,52238,15.6,83.6
2026-11-20,Bengaluru,89260,64.0,53556,18.0,81.9
2026-11-21,Bengaluru,47783,54.1,31058,14.6,82.6
2026-11-22,Bengaluru,51438,58.3,33434,20.8,80.9
2026-11-23,Bengaluru,91966,65.2,55179,12.6,83.8
2026-11-24,Bengaluru,91394,63.2,54836,16.8,82.6
2026-11-25,Bengaluru,92563,66.2,55537,14.6,83.0
2026-11-26,Bengaluru,87248,73.5,52348,17.0,80.6
2026-11-27,Bengaluru,89840,58.4,53904,16.1,85.8
2026-11-28,Bengaluru,49673,69.9,29803,8.8,88.9
2026-11-29,Bengaluru,45147,69.6,27088,11.4,86.2
2026-11-30,Bengaluru,89611,58.9,53766,15.3,85.2
2026-12-01,Bengaluru,85889,62.6,51533,13.1,85.9
2026-12-02,Bengaluru,89532,67.8,53719,15.0,83.0
2026-12-03,Bengaluru,89155,63.9,53493,13.1,89.7
2026-12-04,Bengaluru,89734,71.1,53840,18.7,83.6
2026-12-05,Bengaluru,50934,62.3,30560,10.5,87.7
2026-12-06,Bengaluru,47141,63.7,28284,10.1,87.1
2026-12-07,Bengaluru,90859,76.7,54515,15.4,82.7
2026-12-08,Bengaluru,90348,62.5,54208,12.9,84.0
2026-12-09,Bengaluru,90996,64.9,54597,10.7,88.7
2026-12-10,Bengaluru,96327,56.9,57796,14.1,84.6
2026-12-11,Bengaluru,90186,61.7,54111,15.1,83.4
2026-12-12,Bengaluru,49058,63.1,29434,12.1,85.5
2026-12-13,Bengaluru,49700,62.7,29820,8.6,90.2
2026-12-14,Bengaluru,88275,66.7,52965,12.6,84.8
2026-12-15,Bengaluru,90695,57.1,54417,14.9,83.6
2026-12-16,Bengaluru,88814,59.1,53288,15.7,82.9
2026-12-17,Bengaluru,90834,67.3,54500,14.8,79.9
2026-12-18,Bengaluru,88639,60.4,53183,14.3,82.8
2026-12-19,Bengaluru,49207,64.2,29524,7.8,89.1
2026-12-20,Bengaluru,49000,63.3,29400,9.5,85.7
2026-12-21,Bengaluru,90444,65.9,54266,15.0,84.7
2026-12-22,Bengaluru,92728,71.4,55636,14.6,84.3
2026-12-23,Bengaluru,85350,61.9,51210,11.7,83.0
2026-12-24,Bengaluru,86673,66.7,52003,13.9,80.4
2026-12-25,Bengaluru,91503,61.5,54901,15.3,80.7
2026-12-26,Bengaluru,47916,64.5,28749,10.5,86.3
2026-12-27,Bengaluru,52957,59.5,31774,10.3,89.9
2026-12-28,Bengaluru,87343,56.9,52405,12.5,80.0
2026-12-29,Bengaluru,91064,63.0,54638,14.0,85.2
2026-12-30,Bengaluru,86869,73.6,52121,16.4,81.0
2026-12-31,Bengaluru,93185,64.7,55911,12.1,88.1
2024-01-01,New Delhi,136338,71.9,81802,14.6,85.5
2024-01-02,New Delhi,130096,62.1,78057,12.3,84.9
2024-01-03,New Delhi,134255,63.7,80553,13.0,83.4
2024-01-04,New Delhi,124123,70.5,74473,14.7,82.9
2024-01-05,New Delhi,129860,64.3,77916,15.0,82.5
2024-01-06,New Delhi,69413,62.5,41647,7.7,88.9
2024-01-07,New Delhi,70835,66.0,42501,8.2,88.5
2024-01-08,New Delhi,128574,58.7,83573,29.2,71.8
2024-01-09,New Delhi,126171,65.1,75702,13.4,85.2
2024-01-10,New Delhi,136202,75.0,81721,14.5,83.9
2024-01-11,New Delhi,129749,71.7,77849,13.2,82.5
2024-01-12,New Delhi,130414,61.0,78248,14.7,83.7
2024-01-13,New Delhi,75626,61.9,45375,7.0,87.8
2024-01-14,New Delhi,71984,66.7,43190,10.7,83.5
2024-01-15,New Delhi,131829,64.4,79097,16.0,80.3
2024-01-16,New Delhi,130121,65.2,78072,10.6,88.9
2024-01-17,New Delhi,129723,64.6,77833,10.3,88.2
2024-01-18,New Delhi,126236,62.3,75741,12.9,86.3
2024-01-19,New Delhi,130315,70.5,78189,12.7,84.9
2024-01-20,New Delhi,71389,72.7,42833,9.4,82.7
